visit_date,ssn,hosp_name
2019/5/8,100000636,Emirates Hospital
2019/3/17,100000637,Mayo Clinic
2021/5/15,100000638,Mayo Clinic
2020/2/3,100000639,Dar Al Shifa Hospital
2020/6/7,100000640,Al-Hilal Hospital
2020/10/15,100000641,Mayo Clinic
2020/8/24,100000642,King Hamad University Hospital
2020/1/12,100000643,Bahrain Defence Force Hospital
2019/6/1,100000644,King Hamad University Hospital
2020/10/10,100000645,Mayo Clinic
2020/5/24,100000646,King Faisal Specialist Hospital & Research Centre
2020/6/12,100000647,American Mission Hospital
2021/10/16,100000648,Al-Hilal Hospital
2021/8/5,100000649,King Hamad University Hospital
2021/6/15,100000650,St Thomas Hospital London
2019/1/13,100000651,Bahrain Defence Force Hospital
2019/11/11,100000652,St Thomas Hospital London
2019/6/7,100000653,King Faisal Specialist Hospital & Research Centre
2021/7/17,100000654,St Thomas Hospital London
2020/9/19,100000655,Emirates Hospital
2020/10/17,100000656,Mayo Clinic
2020/11/23,100000657,St Thomas Hospital London
2021/5/13,100000658,King Hamad University Hospital
2021/11/3,100000659,Al-Hilal Hospital
2020/5/19,100000660,Dar Al Shifa Hospital
2020/11/27,100000661,Mayo Clinic
2021/10/27,100000662,Bahrain Defence Force Hospital
2020/10/19,100000663,St Thomas Hospital London
2021/4/13,100000664,St Thomas Hospital London
2021/4/4,100000665,Emirates Hospital
2020/2/5,100000666,Salamaniya Hospital
2021/6/6,100000667,King Hamad University Hospital
2021/3/25,100000668,Mayo Clinic
2020/2/5,100000669,Emirates Hospital
2020/4/11,100000670,Mayo Clinic
2020/10/24,100000671,King Faisal Specialist Hospital & Research Centre
2020/8/7,100000672,Al-Hilal Hospital
2021/11/1,100000673,Bahrain Defence Force Hospital
2020/11/8,100000674,King Hamad University Hospital
2020/4/6,100000675,Al-Hilal Hospital
2019/1/12,100000676,Dar Al Shifa Hospital
2020/3/24,100000677,Bahrain Defence Force Hospital
2021/6/27,100000678,Bahrain Defence Force Hospital
2019/5/2,100000679,Al-Hilal Hospital
2019/5/23,100000680,Al-Hilal Hospital
2019/10/24,100000681,Emirates Hospital
2021/6/22,100000682,Salamaniya Hospital
2021/4/8,100000683,American Mission Hospital
2020/4/26,100000684,Dar Al Shifa Hospital
2021/10/18,100000685,Salamaniya Hospital
2021/4/5,100000686,Al-Hilal Hospital
2020/5/11,100000687,Al-Hilal Hospital
2020/6/15,100000688,King Hamad University Hospital
2021/3/17,100000689,Emirates Hospital
2020/4/14,100000690,King Hamad University Hospital
2021/2/26,100000691,King Hamad University Hospital
2020/2/12,100000692,King Faisal Specialist Hospital & Research Centre
2021/2/18,100000693,Bahrain Defence Force Hospital
2021/10/6,100000694,King Hamad University Hospital
2020/7/4,100000695,Mayo Clinic
2021/3/4,100000696,American Mission Hospital
2019/3/13,100000697,Mayo Clinic
2020/2/5,100000698,Salamaniya Hospital
2021/5/16,100000699,Emirates Hospital
2020/11/23,100000700,Emirates Hospital
2019/3/2,100000701,Dar Al Shifa Hospital
2019/3/23,100000702,Emirates Hospital
2021/1/14,100000703,King Faisal Specialist Hospital & Research Centre
2020/3/1,100000704,Mayo Clinic
2021/7/27,100000705,American Mission Hospital
2020/10/8,100000706,Mayo Clinic
2019/2/6,100000707,Mayo Clinic
2019/5/19,100000708,Al-Hilal Hospital
2019/10/22,100000709,Salamaniya Hospital
2019/9/4,100000710,Dar Al Shifa Hospital
2020/5/12,100000711,Al-Hilal Hospital
2019/2/17,100000712,Emirates Hospital
2021/11/11,100000713,Salamaniya Hospital
2020/10/13,100000714,American Mission Hospital
2021/2/19,100000715,Dar Al Shifa Hospital
2020/9/9,100000716,American Mission Hospital
2021/7/10,100000717,Mayo Clinic
2020/10/18,100000718,King Hamad University Hospital
2021/4/7,100000719,St Thomas Hospital London
2021/1/2,100000720,American Mission Hospital
2021/8/24,100000721,Emirates Hospital
2021/8/24,100000722,King Hamad University Hospital
2020/4/20,100000723,American Mission Hospital
2020/4/23,100000724,Salamaniya Hospital
2020/11/6,100000725,American Mission Hospital
2019/2/18,100000726,Mayo Clinic
2019/1/2,100000727,American Mission Hospital
2021/2/11,100000728,Emirates Hospital
2021/9/5,100000729,Salamaniya Hospital
2019/2/21,100000730,Emirates Hospital
2020/5/22,100000731,King Faisal Specialist Hospital & Research Centre
2019/5/10,100000732,St Thomas Hospital London
2021/11/16,100000733,Mayo Clinic
2021/11/2,100000734,Emirates Hospital
2021/9/14,100000735,St Thomas Hospital London
2020/5/10,100000736,St Thomas Hospital London
2020/8/7,100000737,Mayo Clinic
2021/3/26,100000738,Mayo Clinic
2019/1/20,100000739,Mayo Clinic
2020/4/7,100000740,King Hamad University Hospital
2020/2/23,100000741,King Faisal Specialist Hospital & Research Centre
2021/4/11,100000742,Salamaniya Hospital
2019/6/25,100000743,King Hamad University Hospital
2021/5/11,100000744,Dar Al Shifa Hospital
2021/8/2,100000745,Emirates Hospital
2019/7/2,100000746,Bahrain Defence Force Hospital
2020/7/19,100000747,Mayo Clinic
2019/4/15,100000748,King Hamad University Hospital
2021/1/17,100000749,Salamaniya Hospital
2020/9/27,100000750,King Hamad University Hospital
2019/2/23,100000751,American Mission Hospital
2019/10/17,100000752,King Faisal Specialist Hospital & Research Centre
2021/2/20,100000753,American Mission Hospital
2020/8/15,100000754,Salamaniya Hospital
2019/2/5,100000755,Salamaniya Hospital
2020/2/27,100000756,Salamaniya Hospital
2020/2/26,100000757,King Hamad University Hospital
2019/2/18,100000758,Emirates Hospital
2021/1/21,100000759,Emirates Hospital
2019/1/5,100000760,Al-Hilal Hospital
2021/11/26,100000761,St Thomas Hospital London
2021/6/24,100000762,Mayo Clinic
2019/10/8,100000763,Mayo Clinic
2020/9/20,100000764,Bahrain Defence Force Hospital
2021/9/19,100000765,King Hamad University Hospital
2019/7/26,100000766,Dar Al Shifa Hospital
2020/3/15,100000767,Dar Al Shifa Hospital
2021/11/16,100000768,St Thomas Hospital London
2021/2/24,100000769,St Thomas Hospital London
2021/4/23,100000770,Emirates Hospital
2020/9/8,100000771,Al-Hilal Hospital
2020/11/12,100000772,Bahrain Defence Force Hospital
2020/1/15,100000773,King Faisal Specialist Hospital & Research Centre
2020/11/26,100000774,King Hamad University Hospital
2021/10/26,100000775,Al-Hilal Hospital
2020/2/11,100000776,Al-Hilal Hospital
2020/4/15,100000777,Bahrain Defence Force Hospital
2020/5/11,100000778,Bahrain Defence Force Hospital
2019/2/11,100000779,Al-Hilal Hospital
2019/6/27,100000780,Bahrain Defence Force Hospital
2020/10/16,100000781,St Thomas Hospital London
2019/10/8,100000782,St Thomas Hospital London
2020/2/18,100000783,St Thomas Hospital London
2019/3/4,100000784,Al-Hilal Hospital
2020/1/12,100000785,King Faisal Specialist Hospital & Research Centre
2021/7/23,100000786,Mayo Clinic
2020/5/11,100000787,Salamaniya Hospital
2021/4/17,100000788,King Hamad University Hospital
2021/5/13,100000789,St Thomas Hospital London
2021/9/1,100000790,King Hamad University Hospital
2020/8/27,100000791,Al-Hilal Hospital
2021/4/8,100000792,Salamaniya Hospital
2019/11/17,100000793,Bahrain Defence Force Hospital
2021/1/4,100000794,Emirates Hospital
2021/8/23,100000795,St Thomas Hospital London
2021/3/5,100000796,Emirates Hospital
2019/3/2,100000797,St Thomas Hospital London
2019/5/3,100000798,American Mission Hospital
2019/9/23,100000799,Emirates Hospital
2019/5/18,100000800,St Thomas Hospital London
2021/7/2,100000801,American Mission Hospital
2020/2/15,100000802,Salamaniya Hospital
2021/10/7,100000803,King Hamad University Hospital
2020/9/5,100000804,St Thomas Hospital London
2020/8/22,100000805,American Mission Hospital
2019/2/21,100000806,Dar Al Shifa Hospital
2020/1/17,100000807,Emirates Hospital
2021/10/8,100000808,American Mission Hospital
2020/2/26,100000809,Emirates Hospital
2020/2/8,100000810,King Hamad University Hospital
2020/2/18,100000811,Mayo Clinic
2019/1/16,100000812,Mayo Clinic
2019/5/5,100000813,Salamaniya Hospital
2021/5/13,100000814,St Thomas Hospital London
2019/1/14,100000815,Bahrain Defence Force Hospital
2021/4/7,100000816,King Hamad University Hospital
2019/6/21,100000817,Salamaniya Hospital
2019/6/10,100000818,Al-Hilal Hospital
2019/1/2,100000819,Salamaniya Hospital
2019/10/4,100000820,St Thomas Hospital London
2021/4/5,100000821,Mayo Clinic
2020/1/9,100000822,Salamaniya Hospital
2019/11/27,100000823,Mayo Clinic
2021/7/6,100000824,Bahrain Defence Force Hospital
2019/11/12,100000825,Salamaniya Hospital
2021/3/22,100000826,Dar Al Shifa Hospital
2019/4/15,100000827,Al-Hilal Hospital
2020/7/23,100000828,King Hamad University Hospital
2021/6/21,100000829,American Mission Hospital
2021/5/8,100000830,Mayo Clinic
2020/8/13,100000831,Al-Hilal Hospital
2021/4/19,100000832,Mayo Clinic
2021/3/9,100000833,Al-Hilal Hospital
2021/4/23,100000834,King Hamad University Hospital
2021/9/24,100000835,Mayo Clinic
2020/5/5,100000836,King Hamad University Hospital
2020/4/26,100000837,King Hamad University Hospital
2020/9/1,100000838,King Hamad University Hospital
2020/9/7,100000839,Emirates Hospital
2020/10/12,100000840,St Thomas Hospital London
2019/8/1,100000841,King Faisal Specialist Hospital & Research Centre
2019/11/2,100000842,Al-Hilal Hospital
2019/6/9,100000843,St Thomas Hospital London
2019/5/15,100000844,Al-Hilal Hospital
2019/1/10,100000845,Mayo Clinic
2020/4/8,100000846,King Hamad University Hospital
2021/8/10,100000847,Salamaniya Hospital
2020/2/3,100000848,Salamaniya Hospital
2021/10/6,100000849,Al-Hilal Hospital
2021/8/16,100000850,Dar Al Shifa Hospital
2019/5/17,100000851,King Hamad University Hospital
2021/11/7,100000852,King Faisal Specialist Hospital & Research Centre
2020/1/27,100000853,Mayo Clinic
2020/7/11,100000854,Al-Hilal Hospital
2021/9/7,100000855,Salamaniya Hospital
2019/11/11,100000856,Al-Hilal Hospital
2019/8/21,100000857,American Mission Hospital
2019/3/2,100000858,Emirates Hospital
2021/4/12,100000859,Emirates Hospital
2021/4/19,100000860,Dar Al Shifa Hospital
2021/8/26,100000861,Dar Al Shifa Hospital
2019/11/26,100000862,Emirates Hospital
2019/3/22,100000863,St Thomas Hospital London
2019/5/12,100000864,Al-Hilal Hospital
2021/6/15,100000865,Salamaniya Hospital
2019/2/14,100000866,King Faisal Specialist Hospital & Research Centre
2019/5/19,100000867,Dar Al Shifa Hospital
2020/4/14,100000868,Salamaniya Hospital
2021/6/10,100000869,St Thomas Hospital London
2020/6/23,100000870,Emirates Hospital
2021/10/4,100000871,Mayo Clinic
2021/9/18,100000872,Mayo Clinic
2021/6/2,100000873,American Mission Hospital
2021/2/27,100000874,King Faisal Specialist Hospital & Research Centre
2021/8/22,100000875,St Thomas Hospital London
2021/2/18,100000876,King Faisal Specialist Hospital & Research Centre
2021/6/14,100000877,Salamaniya Hospital
2019/5/27,100000878,Mayo Clinic
2020/2/7,100000879,Mayo Clinic
2021/4/24,100000880,Bahrain Defence Force Hospital
2019/7/5,100000881,American Mission Hospital
2021/8/10,100000882,St Thomas Hospital London
2020/11/16,100000883,Bahrain Defence Force Hospital
2019/1/10,100000884,Dar Al Shifa Hospital
2021/5/17,100000885,Dar Al Shifa Hospital
2021/3/25,100000886,King Faisal Specialist Hospital & Research Centre
2019/11/20,100000887,King Hamad University Hospital
2021/2/2,100000888,St Thomas Hospital London
2021/8/22,100000889,King Faisal Specialist Hospital & Research Centre
2019/5/21,100000890,Al-Hilal Hospital
2019/9/19,100000891,Al-Hilal Hospital
2020/1/14,100000892,American Mission Hospital
2019/10/6,100000893,King Hamad University Hospital
2019/1/22,100000894,Emirates Hospital
2021/7/11,100000895,King Hamad University Hospital
2021/11/18,100000896,King Faisal Specialist Hospital & Research Centre
2020/6/13,100000897,King Hamad University Hospital
2020/6/16,100000898,American Mission Hospital
2021/7/8,100000899,Mayo Clinic
2019/4/7,100000900,Al-Hilal Hospital
2021/10/27,100000901,Emirates Hospital
2021/4/22,100000902,Dar Al Shifa Hospital
2019/7/10,100000903,St Thomas Hospital London
2019/4/7,100000904,King Hamad University Hospital
2019/2/13,100000905,King Hamad University Hospital
2021/2/20,100000906,King Hamad University Hospital
2020/10/25,100000907,King Hamad University Hospital
2020/2/1,100000908,Al-Hilal Hospital
2021/7/16,100000909,Dar Al Shifa Hospital
2020/6/11,100000910,King Hamad University Hospital
2019/8/5,100000911,Dar Al Shifa Hospital
2019/9/19,100000912,Emirates Hospital
2019/9/8,100000913,Bahrain Defence Force Hospital
2021/2/6,100000914,St Thomas Hospital London
2021/6/6,100000915,Salamaniya Hospital
2019/9/17,100000916,Dar Al Shifa Hospital
2021/4/9,100000917,King Hamad University Hospital
2020/3/15,100000918,St Thomas Hospital London
2021/3/1,100000919,Mayo Clinic
2021/9/10,100000920,Dar Al Shifa Hospital
2020/8/22,100000921,Al-Hilal Hospital
2021/10/27,100000922,Al-Hilal Hospital
2019/3/18,100000923,Dar Al Shifa Hospital
2020/3/16,100000924,American Mission Hospital
2020/8/25,100000925,Al-Hilal Hospital
2021/4/7,100000926,Dar Al Shifa Hospital
2019/11/19,100000927,American Mission Hospital
2019/8/23,100000928,Dar Al Shifa Hospital
2021/11/19,100000929,St Thomas Hospital London
2021/9/14,100000930,King Hamad University Hospital
2021/4/6,100000931,Mayo Clinic
2019/5/24,100000932,Emirates Hospital
2020/1/23,100000933,Mayo Clinic
2020/9/11,100000934,King Faisal Specialist Hospital & Research Centre
2020/6/4,100000935,Dar Al Shifa Hospital
2021/10/21,100000936,St Thomas Hospital London
2021/8/3,100000937,Emirates Hospital
2021/10/4,100000938,Emirates Hospital
2019/10/24,100000939,American Mission Hospital
2021/3/9,100000940,American Mission Hospital
2019/2/4,100000941,Mayo Clinic
2020/4/27,100000942,Al-Hilal Hospital
2021/10/26,100000943,Al-Hilal Hospital
2019/6/26,100000944,Al-Hilal Hospital
2021/10/21,100000945,King Hamad University Hospital
2021/9/15,100000946,Dar Al Shifa Hospital
2020/8/20,100000947,King Faisal Specialist Hospital & Research Centre
2019/3/27,100000948,American Mission Hospital
2019/7/15,100000949,Al-Hilal Hospital
2020/3/9,100000950,Emirates Hospital
2019/7/16,100000951,Al-Hilal Hospital
2021/9/5,100000952,St Thomas Hospital London
2019/1/24,100000953,Mayo Clinic
2019/4/9,100000954,King Faisal Specialist Hospital & Research Centre
2019/4/24,100000955,Salamaniya Hospital
2019/3/27,100000956,St Thomas Hospital London
2021/5/6,100000957,King Hamad University Hospital
2019/3/19,100000958,Al-Hilal Hospital
2020/1/16,100000959,Mayo Clinic
2020/5/20,100000960,King Hamad University Hospital
2020/10/15,100000961,Bahrain Defence Force Hospital
2020/9/11,100000962,Salamaniya Hospital
2019/9/4,100000963,King Faisal Specialist Hospital & Research Centre
2021/5/1,100000964,Al-Hilal Hospital
2021/11/16,100000965,Mayo Clinic
2021/6/15,100000966,Mayo Clinic
2021/8/1,100000967,Dar Al Shifa Hospital
2020/2/24,100000968,Emirates Hospital
2019/2/20,100000969,Emirates Hospital
2020/4/3,100000970,King Hamad University Hospital
2020/2/12,100000971,American Mission Hospital
2021/5/26,100000972,King Hamad University Hospital
2019/10/1,100000973,Emirates Hospital
2019/10/3,100000974,Mayo Clinic
2019/3/13,100000975,Bahrain Defence Force Hospital
2020/11/16,100000976,Al-Hilal Hospital
2020/9/15,100000977,American Mission Hospital
2020/2/1,100000978,Emirates Hospital
2020/4/27,100000979,American Mission Hospital
2021/4/5,100000980,King Hamad University Hospital
2020/2/18,100000981,American Mission Hospital
2021/7/9,100000982,Emirates Hospital
2019/3/20,100000983,American Mission Hospital
2019/4/25,100000984,Al-Hilal Hospital
2021/9/6,100000985,Mayo Clinic
2019/8/1,100000986,St Thomas Hospital London
2020/3/27,100000987,Emirates Hospital
2021/4/15,100000988,Mayo Clinic
2020/7/6,100000989,King Hamad University Hospital
2020/2/21,100000990,American Mission Hospital
2020/9/3,100000991,Mayo Clinic
2021/2/13,100000992,Emirates Hospital
2019/6/20,100000993,Mayo Clinic
2019/7/19,100000994,Mayo Clinic
2020/1/15,100000995,King Hamad University Hospital
2021/8/20,100000996,Mayo Clinic
2020/1/26,100000997,Emirates Hospital
2020/4/9,100000998,Emirates Hospital
2020/10/16,100000999,Emirates Hospital
2021/7/10,100001000,King Hamad University Hospital
2019/1/1,100001001,Mayo Clinic
2019/3/17,100001002,Dar Al Shifa Hospital
2020/7/9,100001003,American Mission Hospital
2019/8/23,100001004,Bahrain Defence Force Hospital
2020/5/1,100001005,Al-Hilal Hospital
2019/3/10,100001006,American Mission Hospital
2020/11/7,100001007,Al-Hilal Hospital
2019/3/13,100001008,St Thomas Hospital London
2021/1/9,100001009,Emirates Hospital
2021/2/21,100001010,King Faisal Specialist Hospital & Research Centre
2020/7/20,100001011,King Hamad University Hospital
2020/11/8,100001012,Salamaniya Hospital
2021/4/11,100001013,Salamaniya Hospital
2020/1/8,100001014,Mayo Clinic
2020/9/18,100001015,Dar Al Shifa Hospital
2019/1/25,100001016,Emirates Hospital
2019/2/6,100001017,Bahrain Defence Force Hospital
2019/7/12,100001018,St Thomas Hospital London
2021/10/17,100001019,Mayo Clinic
2019/3/12,100001020,King Hamad University Hospital
2019/10/9,100001021,Emirates Hospital
2021/8/13,100001022,Salamaniya Hospital
2019/6/16,100001023,Al-Hilal Hospital
2020/4/23,100001024,King Faisal Specialist Hospital & Research Centre
2019/6/26,100001025,Al-Hilal Hospital
2020/1/25,100001026,Mayo Clinic
2019/2/15,100001027,St Thomas Hospital London
2019/5/5,100001028,King Faisal Specialist Hospital & Research Centre
2019/10/14,100001029,American Mission Hospital
2019/4/15,100001030,Dar Al Shifa Hospital
2019/1/5,100001031,American Mission Hospital
2019/3/3,100001032,Emirates Hospital
2021/2/9,100001033,King Hamad University Hospital
2021/4/6,100001034,Mayo Clinic
2019/2/15,100001035,King Hamad University Hospital
2020/9/11,100001036,Al-Hilal Hospital
2019/2/4,100001037,St Thomas Hospital London
2020/4/18,100001038,Emirates Hospital
2019/10/27,100001039,Dar Al Shifa Hospital
2020/6/25,100001040,Dar Al Shifa Hospital
2021/8/11,100001041,American Mission Hospital
2019/10/5,100001042,King Faisal Specialist Hospital & Research Centre
2019/11/18,100001043,King Faisal Specialist Hospital & Research Centre
2020/4/9,100001044,King Hamad University Hospital
2019/8/20,100001045,Bahrain Defence Force Hospital
2019/5/2,100001046,Bahrain Defence Force Hospital
2021/7/21,100001047,St Thomas Hospital London
2021/11/12,100001048,Emirates Hospital
2020/9/9,100001049,Al-Hilal Hospital
2020/6/20,100001050,St Thomas Hospital London
2021/2/21,100001051,King Hamad University Hospital
2019/6/2,100001052,King Hamad University Hospital
2019/2/8,100001053,Bahrain Defence Force Hospital
2021/3/23,100001054,Emirates Hospital
2019/8/27,100001055,American Mission Hospital
2019/9/21,100001056,Mayo Clinic
2020/11/26,100001057,Bahrain Defence Force Hospital
2019/5/21,100001058,King Faisal Specialist Hospital & Research Centre
2019/11/24,100001059,Bahrain Defence Force Hospital
2020/8/20,100001060,Emirates Hospital
2020/1/3,100001061,Emirates Hospital
2019/8/16,100001062,Mayo Clinic
2021/8/24,100001063,Salamaniya Hospital
2020/4/17,100001064,King Faisal Specialist Hospital & Research Centre
2021/1/3,100001065,King Faisal Specialist Hospital & Research Centre
2020/7/2,100001066,St Thomas Hospital London
2019/9/1,100001067,Dar Al Shifa Hospital
2019/11/19,100001068,Dar Al Shifa Hospital
2019/6/14,100001069,King Hamad University Hospital
2021/10/20,100001070,St Thomas Hospital London
2021/1/18,100001071,Mayo Clinic
2021/1/5,100001072,Mayo Clinic
2021/8/21,100001073,St Thomas Hospital London
2021/5/17,100001074,Mayo Clinic
2019/4/14,100001075,King Hamad University Hospital
2020/10/16,100001076,Al-Hilal Hospital
2019/2/24,100001077,King Faisal Specialist Hospital & Research Centre
2019/4/5,100001078,Mayo Clinic
2019/10/25,100001079,Mayo Clinic
2019/4/3,100001080,King Hamad University Hospital
2019/7/17,100001081,American Mission Hospital
2021/10/19,100001082,Mayo Clinic
2019/10/20,100001083,Mayo Clinic
2019/4/11,100001084,St Thomas Hospital London
2021/9/11,100001085,St Thomas Hospital London
2020/2/11,100001086,Dar Al Shifa Hospital
2020/6/22,100001087,King Faisal Specialist Hospital & Research Centre
2019/7/26,100001088,St Thomas Hospital London
2021/3/10,100001089,Salamaniya Hospital
2020/3/6,100001090,Bahrain Defence Force Hospital
2019/9/23,100001091,Emirates Hospital
2020/5/18,100001092,King Hamad University Hospital
2019/7/16,100001093,St Thomas Hospital London
2021/10/12,100001094,American Mission Hospital
2019/5/1,100001095,King Faisal Specialist Hospital & Research Centre
2019/2/15,100001096,American Mission Hospital
2019/8/21,100001097,King Hamad University Hospital
2020/4/11,100001098,Emirates Hospital
2019/7/22,100001099,Emirates Hospital
2019/8/12,100001100,King Hamad University Hospital
2020/5/20,100001101,St Thomas Hospital London
2020/3/9,100001102,Al-Hilal Hospital
2021/3/22,100001103,Mayo Clinic
2020/4/12,100001104,Mayo Clinic
2019/10/16,100001105,Mayo Clinic
2020/3/19,100001106,Dar Al Shifa Hospital
2019/7/25,100001107,Dar Al Shifa Hospital
2020/1/4,100001108,St Thomas Hospital London
2019/11/13,100001109,Emirates Hospital
2019/2/24,100001110,Emirates Hospital
2019/5/11,100001111,Bahrain Defence Force Hospital
2019/3/3,100001112,Emirates Hospital
2019/9/12,100001113,King Hamad University Hospital
2019/10/21,100001114,King Faisal Specialist Hospital & Research Centre
2019/2/14,100001115,Salamaniya Hospital
2020/9/10,100001116,Mayo Clinic
2021/8/12,100001117,Dar Al Shifa Hospital
2021/1/12,100001118,American Mission Hospital
2019/3/11,100001119,St Thomas Hospital London
2021/8/15,100001120,Emirates Hospital
2020/7/23,100001121,King Faisal Specialist Hospital & Research Centre
2021/1/23,100001122,King Hamad University Hospital
2020/2/26,100001123,Dar Al Shifa Hospital
2020/4/20,100001124,Bahrain Defence Force Hospital
2020/7/2,100001125,St Thomas Hospital London
2020/8/1,100001126,Salamaniya Hospital
2020/1/8,100001127,Al-Hilal Hospital
2020/1/12,100001128,American Mission Hospital
2020/9/3,100001129,Mayo Clinic
2020/8/18,100001130,Bahrain Defence Force Hospital
2020/3/17,100001131,St Thomas Hospital London
2019/10/27,100001132,Dar Al Shifa Hospital
2020/3/17,100001133,King Hamad University Hospital
2019/8/21,100001134,Mayo Clinic
2021/11/11,100001135,King Hamad University Hospital
2019/11/15,100001136,King Hamad University Hospital
2020/10/10,100001137,King Hamad University Hospital
2021/11/2,100001138,Al-Hilal Hospital
2019/3/27,100001139,Emirates Hospital
2021/6/19,100001140,King Faisal Specialist Hospital & Research Centre
2019/4/9,100001141,Al-Hilal Hospital
2019/3/16,100001142,King Faisal Specialist Hospital & Research Centre
2020/5/14,100001143,King Hamad University Hospital
2021/6/12,100001144,King Hamad University Hospital
2019/7/6,100001145,Salamaniya Hospital
2020/3/9,100001146,King Hamad University Hospital
2021/9/10,100001147,King Hamad University Hospital
2019/7/1,100001148,Al-Hilal Hospital
2020/6/6,100001149,Salamaniya Hospital
2019/3/18,100001150,Dar Al Shifa Hospital
2021/9/16,100001151,King Faisal Specialist Hospital & Research Centre
2020/10/2,100001152,Emirates Hospital
2019/3/23,100001153,Bahrain Defence Force Hospital
2020/3/11,100001154,St Thomas Hospital London
2019/6/16,100001155,Al-Hilal Hospital
2020/6/7,100001156,St Thomas Hospital London
2020/8/10,100001157,Bahrain Defence Force Hospital
2020/5/3,100001158,American Mission Hospital
2019/11/14,100001159,Dar Al Shifa Hospital
2020/6/16,100001160,Al-Hilal Hospital
2020/1/18,100001161,King Faisal Specialist Hospital & Research Centre
2019/1/7,100001162,King Hamad University Hospital
2021/1/9,100001163,St Thomas Hospital London
2019/3/18,100001164,King Hamad University Hospital
2021/9/14,100001165,American Mission Hospital
2020/1/18,100001166,Emirates Hospital
2020/5/14,100001167,King Faisal Specialist Hospital & Research Centre
2021/5/14,100001168,King Hamad University Hospital
2019/3/21,100001169,Al-Hilal Hospital
2021/9/3,100001170,Salamaniya Hospital
2020/10/21,100001171,St Thomas Hospital London
2019/4/9,100001172,Dar Al Shifa Hospital
2020/11/18,100001173,Salamaniya Hospital
2020/1/16,100001174,Mayo Clinic
2019/9/18,100001175,American Mission Hospital
2021/9/9,100001176,Salamaniya Hospital
2020/8/24,100001177,St Thomas Hospital London
2019/2/19,100001178,King Faisal Specialist Hospital & Research Centre
2019/1/13,100001179,St Thomas Hospital London
2019/2/18,100001180,King Hamad University Hospital
2021/11/15,100001181,American Mission Hospital
2019/10/11,100001182,Mayo Clinic
2020/1/15,100001183,Emirates Hospital
2020/1/18,100001184,American Mission Hospital
2019/8/20,100001185,St Thomas Hospital London
2021/6/21,100001186,Bahrain Defence Force Hospital
2021/11/11,100001187,Mayo Clinic
2021/7/25,100001188,American Mission Hospital
2019/3/20,100001189,Mayo Clinic
2019/7/21,100001190,King Hamad University Hospital
2019/9/14,100001191,American Mission Hospital
2019/1/21,100001192,American Mission Hospital
2019/5/18,100001193,King Hamad University Hospital
2020/5/25,100001194,King Hamad University Hospital
2019/11/21,100001195,Mayo Clinic
2019/5/8,100001196,King Hamad University Hospital
2019/2/1,100001197,Bahrain Defence Force Hospital
2021/1/8,100001198,Bahrain Defence Force Hospital
2019/11/14,100001199,American Mission Hospital
2020/6/24,100001200,King Hamad University Hospital
2021/1/16,100001201,Mayo Clinic
2021/6/19,100001202,American Mission Hospital
2021/9/3,100001203,American Mission Hospital
2020/11/24,100001204,American Mission Hospital
2021/7/4,100001205,Mayo Clinic
2019/7/15,100001206,Al-Hilal Hospital
2021/9/2,100001207,Emirates Hospital
2019/2/11,100001208,Mayo Clinic
2019/5/10,100001209,Emirates Hospital
2021/1/4,100001210,American Mission Hospital
2021/5/27,100001211,Dar Al Shifa Hospital
2020/9/1,100001212,Mayo Clinic
2021/4/25,100001213,Emirates Hospital
2021/3/12,100001214,Emirates Hospital
2020/5/6,100001215,Dar Al Shifa Hospital
2021/11/20,100001216,Dar Al Shifa Hospital
2020/1/2,100001217,Salamaniya Hospital
2021/5/4,100001218,Dar Al Shifa Hospital
2020/10/16,100001219,American Mission Hospital
2019/7/22,100001220,Emirates Hospital
2019/6/15,100001221,Emirates Hospital
2021/7/27,100001222,American Mission Hospital
2020/7/26,100001223,Salamaniya Hospital
2021/10/19,100001224,King Hamad University Hospital
2020/4/17,100001225,American Mission Hospital
2021/1/25,100001226,King Hamad University Hospital
2021/3/4,100001227,Mayo Clinic
2021/8/5,100001228,Mayo Clinic
2021/1/23,100001229,American Mission Hospital
2019/11/6,100001230,Emirates Hospital
2020/7/26,100001231,Al-Hilal Hospital
2020/6/10,100001232,St Thomas Hospital London
2020/6/7,100001233,Al-Hilal Hospital
2020/10/15,100001234,King Hamad University Hospital
2021/6/12,100001235,American Mission Hospital
2021/4/9,100001236,Al-Hilal Hospital
2019/6/13,100001237,Al-Hilal Hospital
2020/7/3,100001238,Bahrain Defence Force Hospital
2021/1/13,100001239,Bahrain Defence Force Hospital
2020/9/12,100001240,Mayo Clinic
2019/11/26,100001241,St Thomas Hospital London
2020/6/19,100001242,King Hamad University Hospital
2021/11/18,100001243,Salamaniya Hospital
2020/1/1,100001244,King Faisal Specialist Hospital & Research Centre
2020/11/22,100001245,American Mission Hospital
2019/11/19,100001246,Mayo Clinic
2019/3/5,100001247,King Faisal Specialist Hospital & Research Centre
2020/10/21,100001248,Emirates Hospital
2020/7/14,100001249,King Hamad University Hospital
2019/4/20,100001250,St Thomas Hospital London
2021/9/22,100001251,King Hamad University Hospital
2020/1/5,100001252,St Thomas Hospital London
2020/11/12,100001253,Dar Al Shifa Hospital
2019/11/9,100001254,King Faisal Specialist Hospital & Research Centre
2020/8/1,100001255,American Mission Hospital
