ssn,fname,lname,age,gender,nurse_id,rec_id
100000668,Samantha,Green,43,F,74,184
100000669,Brent,Rogers,71,M,219,269
100000670,Amber,Maldonado,28,F,165,119
100000671,Steven,Johnson,67,M,241,209
100000672,Mary,Watts,24,M,220,142
100000673,John,Martinez,62,F,140,74
100000674,Gavin,Peters,44,F,236,236
100000675,Fernando,Yates,70,F,218,134
100000676,Margaret,Huber,58,F,223,131
100000677,Tonya,Thompson,64,F,231,150
100000678,Gary,Jones,57,M,173,125
100000679,Kelli,Lee,13,M,151,72
100000680,James,Wells,73,F,43,173
100000681,Michelle,Ball,77,F,100,223
100000682,Zachary,Murphy,76,M,221,144
100000683,Johnny,Powers,66,M,186,92
100000684,Heather,Joseph,16,M,77,176
100000685,Danny,Jones,70,F,36,66
100000686,Thomas,Bailey,45,M,83,43
100000687,Shannon,Miranda,32,M,163,299
100000688,Leslie,Williams,18,M,97,194
100000689,Sean,Bishop,64,M,255,285
100000690,Tina,Martin,17,F,87,249
100000691,Judy,Eaton,78,F,127,248
100000692,Derek,Stevens,74,F,289,264
100000693,Kathleen,Pena,42,F,231,150
100000694,David,Kennedy,53,M,251,133
100000695,Sandra,Shepard,26,F,182,256
100000696,Zachary,Jordan,23,M,170,188
100000697,Douglas,Garza,42,M,15,65
100000698,Angela,Hill,32,F,270,55
100000699,Andrew,Barker,26,F,230,56
100000700,Michelle,Tran,67,F,111,196
100000701,Jennifer,Nunez,37,M,282,213
100000702,Connor,King,69,M,100,223
100000703,Steven,Bell,12,F,290,111
100000704,Jessica,Allen,19,F,271,168
100000705,Christopher,Cook,27,F,20,91
100000706,Charles,Adams,36,M,293,234
100000707,Donald,White,37,F,182,256
100000708,Ashlee,Ryan,58,F,190,149
100000709,Brittany,Robinson,14,F,238,118
100000710,Patricia,Hernandez,28,M,77,176
100000711,Brenda,Wilson,33,M,85,235
100000712,Kimberly,Odonnell,59,M,149,241
100000713,Aaron,Roth,21,F,270,55
100000714,Andre,Atkinson,21,M,73,129
100000715,Thomas,Ward,52,F,292,273
100000716,Traci,Bryant,20,M,225,117
100000717,Monica,Pittman,39,F,285,50
100000718,Jeffrey,Nixon,58,F,185,49
100000719,Justin,Grant,34,M,287,103
100000720,Taylor,Russo,21,M,198,116
100000721,Zachary,Norton,79,M,219,269
100000722,Elijah,Allison,62,F,246,95
100000723,John,Taylor,49,F,186,240
100000724,Abigail,Pierce,32,M,162,84
100000725,Karen,Graham,53,M,112,289
100000726,Richard,Young,23,F,176,202
100000727,Anthony,Jones,79,F,11,42
100000728,Rachel,Hansen,75,M,217,187
100000729,Randy,Joseph,59,F,114,138
100000730,Brenda,Brown,61,F,68,89
100000731,Eric,Abbott,14,M,289,264
100000732,Mark,Carpenter,32,M,67,238
100000733,Eddie,Robinson,58,F,214,171
100000734,Jennifer,Gordon,30,F,111,196
100000735,Courtney,Moore,13,F,143,154
100000736,Emily,Villegas,35,M,299,77
100000737,Jennifer,Smith,42,M,15,65
100000738,Angela,Stewart,80,F,103,148
100000739,Nancy,Johnson,64,M,197,167
100000740,Carlos,Park,70,F,228,90
100000741,Dennis,Richards,20,F,38,171
100000742,Lindsay,Hill,39,F,238,118
100000743,Emily,Dickerson,71,F,51,163
100000744,Kathy,Dickson,67,F,283,162
100000745,Matthew,Jackson,48,M,240,69
100000746,Mark,Ward,20,F,253,278
100000747,Laura,Johnson,15,F,214,52
100000748,Gilbert,Perez,15,M,189,210
100000749,Daniel,Baker,34,F,162,84
100000750,Susan,Kelley,46,F,277,232
100000751,Michaela,Gonzalez,60,F,50,257
100000752,Debra,Reed,70,F,152,189
100000753,Olivia,Bauer,18,F,129,88
100000754,Donald,Kelly,26,F,28,195
100000755,Anthony,Rhodes,45,F,209,108
100000756,Thomas,Jones,74,F,250,132
100000757,Jessica,Walker,65,M,246,95
100000758,Michael,Bennett,61,M,217,187
100000759,Christina,Bishop,26,M,281,192
100000760,Heather,Larson,80,M,43,243
100000761,Kathryn,Mcclain,75,F,88,183
100000762,Donald,Rodriguez,21,F,247,151
100000763,Daniel,Bright,40,M,259,85
100000764,Brendan,Gutierrez,50,M,253,278
100000765,Kimberly,Robinson,21,F,87,249
100000766,Alison,Mata,29,M,93,253
100000767,Ryan,Jones,28,F,77,176
100000768,Karen,Hart,25,F,89,92
100000769,Erika,Jenkins,38,F,147,104
100000770,Jenna,West,55,M,240,69
100000771,Samantha,Rodriguez,37,F,237,283
100000772,Kenneth,Martin,40,F,253,278
100000773,Krystal,Carter,19,M,274,262
100000774,Cindy,Garcia,19,M,51,163
100000775,Joseph,Gutierrez,36,M,163,299
100000776,Shane,White,16,F,55,59
100000777,Brandon,Hansen,64,M,231,150
100000778,Karen,Henderson,13,F,179,191
100000779,Micheal,Riley,38,F,288,99
100000780,Matthew,Olson,50,F,181,221
100000781,Steven,Cervantes,30,F,108,126
100000782,Kristina,Acevedo,20,F,67,238
100000783,Daryl,Fuller,22,F,66,158
100000784,Michelle,Wood,39,F,145,276
100000785,Cory,Caldwell,16,M,152,189
100000786,Stacey,Everett,69,F,59,120
100000787,Shawn,Kirby,43,F,227,123
100000788,Eric,Douglas,55,M,63,226
100000789,Peter,Alexander,16,F,88,183
100000790,Jose,Allen,80,M,189,210
100000791,Timothy,Weber,59,M,75,169
100000792,Robert,Jackson,34,M,227,123
100000793,Angela,Ross,66,F,179,191
100000794,Matthew,Lewis,63,F,58,268
100000795,Emily,Martin,78,F,67,238
100000796,Robin,Callahan,66,M,37,51
100000797,April,Glenn,30,F,34,59
100000798,Rebecca,Austin,80,F,73,65
100000799,Christopher,Pope,45,F,132,240
100000800,Shelby,Smith,22,M,299,77
100000801,Adam,White,62,F,296,122
100000802,Derek,Foster,67,F,209,108
100000803,Joshua,Sullivan,38,M,228,90
100000804,Samantha,Morris,19,F,66,142
100000805,David,Bennett,24,F,171,298
100000806,Rebecca,Taylor,30,M,252,83
100000807,Jenna,Campbell,60,F,284,98
100000808,Amber,Chen,60,F,41,296
100000809,Kelli,Wright,46,M,123,146
100000810,Richard,Castillo,70,F,135,86
100000811,Dawn,Galvan,58,F,118,153
100000812,Courtney,Guzman,53,F,133,281
100000813,Connor,Mckinney,40,F,227,123
100000814,Donald,Lin,47,F,108,126
100000815,Justin,Robinson,24,M,253,278
100000816,Danny,Knox,38,M,178,47
100000817,Michael,Allen,34,F,250,132
100000818,Donald,Saunders,58,M,195,102
100000819,Amanda,Wang,44,M,221,144
100000820,Donald,Clark,34,F,67,238
100000821,Katherine,Smith,14,M,161,188
100000822,Victor,Fisher,65,F,148,242
100000823,Lauren,Beck,69,F,293,234
100000824,Kenneth,Rocha,17,M,115,178
100000825,Jennifer,Riley,60,M,221,144
100000826,John,Dominguez,46,F,126,106
100000827,Jeffrey,Sanders,53,F,263,261
100000828,Christopher,Michael,21,F,295,218
100000829,Deanna,Hernandez,51,F,267,135
100000830,Alexander,Perez,51,F,213,206
100000831,William,Smith,63,F,190,149
100000832,Dylan,Young,37,F,285,50
100000833,Anna,Baker,40,F,194,292
100000834,Donald,Johnson,43,M,273,288
100000835,Elizabeth,Vaughn,34,F,213,206
100000836,Michael,Austin,32,F,40,165
100000837,Eric,Hays,46,F,27,270
100000838,Emily,Cline,71,F,277,232
100000839,Bianca,Mora,46,F,175,115
100000840,Mitchell,Williamson,52,M,94,233
100000841,Vanessa,Sanchez,24,F,152,189
100000842,Alexandra,George,20,F,81,212
100000843,Shannon,Meyer,15,F,122,107
100000844,Amanda,Payne,44,F,220,142
100000845,Jennifer,Cain,15,F,101,205
100000846,Donald,Braun,68,F,42,287
100000847,Joseph,Wilson,15,F,36,66
100000848,Rachel,Evans,66,F,162,84
100000849,Tara,Yates,26,M,164,259
100000850,Jonathan,Gates,33,F,188,101
100000851,James,Johnson,29,F,27,270
100000852,Yolanda,Joseph,45,F,31,75
100000853,Kelly,Cordova,70,F,48,200
100000854,Linda,Lin,69,F,195,102
100000855,Charles,Rangel,65,M,36,66
100000856,Krystal,Smith,72,F,75,169
100000857,Ashley,Matthews,79,M,73,198
100000858,Sierra,Lambert,20,M,258,247
100000859,Bryan,Johnson,14,F,240,69
100000860,Chelsea,Wells,60,F,166,81
100000861,Kimberly,Avila,48,M,252,83
100000862,Lindsay,Horton,56,F,138,241
100000863,Amber,Livingston,38,M,102,213
100000864,Anna,Lawson,12,M,120,137
100000865,Cory,Scott,78,F,148,242
100000866,Jay,Moore,72,F,47,112
100000867,Michelle,Gonzales,25,F,260,93
100000868,Sara,Reed,64,F,167,64
100000869,Nicole,Clark,51,M,66,122
100000870,Lori,Tyler,36,F,272,275
100000871,Steve,Baker,28,M,106,57
100000872,Elizabeth,Mcdonald,53,M,279,156
100000873,Melvin,Welch,59,M,112,289
100000874,Ashley,King,37,F,248,297
100000875,Leah,Ortega,69,F,156,41
100000876,Bryan,Bishop,39,F,31,75
100000877,Wesley,Sanchez,22,M,177,220
100000878,Kathleen,Becker,18,F,293,234
100000879,Russell,Simpson,64,F,106,57
100000880,Gloria,King,32,M,179,191
100000881,Felicia,Middleton,43,M,69,199
100000882,Pamela,Diaz,70,F,18,70
100000883,Christina,Hopkins,56,F,121,215
100000884,Christopher,Taylor,33,M,57,127
100000885,Stephanie,Rivera,47,F,187,277
100000886,Susan,Edwards,45,F,155,239
100000887,Debra,Murphy,18,M,40,165
100000888,Kyle,Christian,46,M,143,154
100000889,Anthony,Swanson,34,M,152,189
100000890,Jeffrey,Johnson,64,F,263,261
100000891,Robert,Sutton,20,M,245,62
100000892,Christian,Kim,76,M,50,257
100000893,Angela,Peterson,30,F,264,229
100000894,Heather,White,12,M,136,187
100000895,Olivia,Cherry,47,F,264,229
100000896,John,Wright,42,F,117,136
100000897,Jason,Odom,51,M,208,162
100000898,Luke,Sellers,32,F,73,226
100000899,David,Smith,70,F,213,206
100000900,Holly,Lewis,23,F,85,235
100000901,Harold,Knight,37,F,224,282
100000902,Kimberly,Hicks,68,M,187,277
100000903,Shelley,Rodgers,16,M,257,160
100000904,Chad,Kelley,35,M,97,194
100000905,Janice,Dunn,33,M,22,166
100000906,Valerie,Wheeler,65,F,273,288
100000907,Richard,Curry,25,F,63,226
100000908,Katherine,Thomas,29,F,120,137
100000909,Edgar,Lowe,68,F,282,109
100000910,Jessica,Cervantes,22,M,51,163
100000911,Erica,Bruce,33,M,65,82
100000912,Brett,Hawkins,15,F,240,69
100000913,Isaac,Carter,24,M,269,68
100000914,James,Mccoy,68,M,62,94
100000915,Joan,Hughes,47,F,98,280
100000916,William,Thomas,12,F,211,254
100000917,Sarah,Deleon,42,F,97,194
100000918,Austin,Strickland,25,F,33,79
100000919,Jeffrey,Waters,35,F,182,256
100000920,Rachel,Chapman,36,F,193,174
100000921,Andre,Ramirez,46,M,245,62
100000922,Lawrence,King,17,F,43,216
100000923,Tara,Malone,20,M,187,277
100000924,Madeline,Callahan,51,F,202,52
100000925,William,Doyle,18,M,245,62
100000926,Leah,Brown,67,F,188,101
100000927,Stephanie,Smith,73,F,154,61
100000928,Marc,Booth,78,M,222,113
100000929,James,Lopez,52,F,33,79
100000930,Taylor,Beck,35,M,128,227
100000931,Matthew,Graham,35,F,101,205
100000932,Kevin,Hughes,60,M,58,268
100000933,Joan,Hatfield,45,M,165,119
100000934,Katie,Cervantes,76,F,274,262
100000935,Travis,Ross,25,F,222,113
100000936,Brianna,Atkinson,49,F,21,211
100000937,Paul,Conrad,36,F,123,106
100000938,Cristina,Sutton,39,F,58,268
100000939,Kyle,Wilson,72,F,73,240
100000940,Kenneth,Edwards,16,M,184,222
100000941,Amanda,Barrera,61,F,74,184
100000942,Manuel,Williams,28,F,81,212
100000943,Justin,Bailey,54,F,153,120
100000944,Janet,Brown,72,M,204,141
100000945,Robert,Sims,63,M,113,265
100000946,Joanne,Scott,76,F,211,254
100000947,Jon,Watts,26,F,47,112
100000948,Lindsey,Ashley,59,F,198,116
100000949,Brandy,Jones,67,M,25,87
100000950,Margaret,Cook,37,F,60,48
100000951,Lindsey,Mcdonald,61,M,24,286
100000952,Kerri,Douglas,70,F,62,94
100000953,Martha,Ballard,34,M,15,65
100000954,Katelyn,Peterson,33,F,275,159
100000955,Amy,Clarke,44,F,221,144
100000956,Robin,Patterson,29,F,257,160
100000957,Ariana,Holland,70,F,113,265
100000958,Erin,Hanna,53,M,261,274
100000959,Andrew,Sharp,68,M,29,179
100000960,Martin,Harris,63,M,87,249
100000961,Jesse,Gutierrez,14,F,116,96
100000962,Kenneth,Thompson,77,F,270,55
100000963,John,Mcgee,54,M,47,112
100000964,Bernard,Patterson,13,F,204,141
100000965,Robert,Riley,52,F,133,281
100000966,Emily,Coleman,45,F,285,50
100000967,Joseph,West,45,F,45,294
100000968,Caitlyn,Hernandez,32,M,134,244
100000969,Holly,Bennett,46,F,284,98
100000970,Nicholas,Weber,49,F,236,236
100000971,Nancy,Williams,38,M,186,157
100000972,Joshua,Russell,44,F,19,181
100000973,Julia,Arnold,32,F,210,54
100000974,Nicole,White,28,M,103,148
100000975,Hannah,Hill,42,F,231,150
100000976,Matthew,Morris,23,F,163,299
100000977,David,Smith,21,F,70,152
100000978,Christopher,Cervantes,27,F,272,275
100000979,Victoria,Bradshaw,40,F,70,152
100000980,Cody,Bennett,75,M,192,258
100000981,Michele,Santos,67,M,202,52
100000982,Travis,Thomas,24,F,284,98
100000983,Melissa,Caldwell,70,M,198,116
100000984,William,Bautista,23,F,12,71
100000985,Christopher,Bauer,35,M,15,65
100000986,Roberto,Russell,43,F,89,92
100000987,Sean,Fox,76,F,240,69
100000988,Monica,Ford,19,F,293,234
100000989,Anthony,Melton,67,M,169,186
100000990,Patrick,Murphy,33,F,41,296
100000991,Charles,Gonzalez,80,F,76,121
100000992,Jeremy,Johnson,66,F,149,149
100000993,John,Lee,65,M,172,208
100000994,Tanner,Castillo,64,F,157,251
100000995,Alexandra,Noble,50,F,142,227
100000996,Ryan,Hanna,33,F,82,293
100000997,Chelsea,Wood,78,F,230,74
100000998,Allison,Thomas,26,F,100,223
100000999,Raymond,Patrick,66,M,224,282
100001000,Tiffany,Hamilton,71,F,251,133
100001001,Christina,Russell,44,M,161,188
100001002,Tamara,Randall,74,F,160,53
100001003,April,Archer,61,F,298,190
100001004,Catherine,Adkins,26,M,44,143
100001005,Christine,Medina,32,F,120,137
100001006,Gwendolyn,Chapman,49,F,215,231
100001007,Thomas,James,37,M,204,141
100001008,Christopher,Lowe,37,M,62,94
100001009,Keith,Cole,30,F,60,48
100001010,Pamela,Brown,24,M,275,159
100001011,Lisa,Brewer,69,F,295,218
100001012,Stacy,Garcia,17,M,227,123
100001013,Mitchell,Day,62,M,167,64
100001014,Lee,Rangel,14,M,131,267
100001015,Erica,Stephenson,53,M,223,131
100001016,Denise,Rodriguez,18,F,284,98
100001017,Lisa,Perez,43,F,158,81
100001018,Thomas,Williams,74,M,72,177
100001019,April,Elliott,57,F,279,156
100001020,Amanda,Taylor,78,F,295,218
100001021,Matthew,Morris,43,F,111,196
100001022,Tammy,Buchanan,70,M,294,217
100001023,Natalie,Anderson,12,M,55,44
100001024,Christopher,Gordon,58,F,39,230
100001025,Pamela,Norton,12,F,120,137
100001026,John,Matthews,28,F,285,50
100001027,Richard,Allen,43,F,299,77
100001028,Lisa,Henderson,51,M,290,215
100001029,Mitchell,Harris,68,M,202,52
100001030,Emily,Mitchell,35,F,174,78
100001031,Andrew,Thomas,35,F,215,231
100001032,Samantha,Henderson,16,M,210,54
100001033,Jennifer,Smith,67,F,192,258
100001034,Christopher,Morgan,17,F,133,281
100001035,Leslie,Gonzalez,79,M,207,193
100001036,David,Patton,12,M,81,212
100001037,Kristen,Johnson,61,M,299,77
100001038,Richard,Tucker,20,M,258,247
100001039,Connor,Ward,72,F,252,83
100001040,Michael,Valentine,60,M,93,253
100001041,Suzanne,Henry,60,M,64,216
100001042,Thomas,Davis,44,F,248,297
100001043,Julie,Marsh,59,M,155,239
100001044,Kristen,Fuller,18,M,22,73
100001045,Charles,Martinez,36,F,116,96
100001046,Alex,Gomez,28,F,242,97
100001047,Susan,Wallace,35,M,72,226
100001048,Joshua,Clark,50,F,149,210
100001049,Chelsea,Cox,13,M,218,134
100001050,Nicole,Craig,67,M,239,225
100001051,Linda,Le,44,F,135,86
100001052,Ryan,Barton,73,M,246,95
100001053,Christian,Jones,48,F,116,96
100001054,Jennifer,York,53,F,111,196
100001055,Roberto,Rose,43,F,96,246
100001056,Amy,Goodwin,43,F,214,134
100001057,James,Jordan,28,F,125,250
100001058,Zachary,Mckay,68,M,91,252
100001059,Janet,Mcguire,31,M,231,150
100001060,Andrea,Green,12,M,191,67
100001061,Robert,Torres,54,M,254,56
100001062,Rachel,Hahn,15,M,176,202
100001063,Kiara,Phillips,36,F,177,220
100001064,Colton,Rodriguez,31,M,47,112
100001065,Dominique,Coleman,55,M,91,252
100001066,Douglas,Jackson,29,M,239,225
100001067,Elizabeth,Rivera,46,F,187,277
100001068,Edward,Taylor,42,F,45,294
100001069,Ashley,Long,39,F,192,258
100001070,Jesse,Mills,46,F,108,126
100001071,Stacey,Moore,69,F,101,205
100001072,Adam,Moss,12,F,268,182
100001073,George,Mccall,45,F,66,246
100001074,Melvin,Smith,12,F,118,153
100001075,Jennifer,George,52,M,142,234
100001076,Joseph,Henderson,50,M,256,157
100001077,Stephanie,Park,13,M,124,295
100001078,Megan,Thomas,30,F,99,147
100001079,Kristin,Hall,66,F,285,50
100001080,Makayla,Holder,53,F,178,47
100001081,Jeffrey,Conrad,73,F,92,180
100001082,Douglas,Montgomery,44,F,213,206
100001083,Courtney,Ali,54,F,203,266
100001084,Adriana,Johnson,36,F,239,225
100001085,Miranda,Blackburn,44,F,156,41
100001086,Ashlee,Martinez,39,M,77,176
100001087,Debra,Murphy,28,M,14,58
100001088,Jenna,Pierce,30,F,18,70
100001089,Hannah,Bishop,69,F,227,123
100001090,Trevor,Robinson,65,M,115,178
100001091,Darlene,Clark,61,F,149,219
100001092,Thomas,Doyle,61,M,113,265
100001093,Marcus,Spencer,59,F,34,59
100001094,Lori,Ortega,49,F,71,51
100001095,Shelley,Johnson,12,M,155,239
100001096,Hunter,Martinez,48,F,170,182
100001097,George,Hoffman,54,F,113,265
100001098,Tiffany,Bowman,14,F,229,291
100001099,Steven,Nelson,36,F,61,173
100001100,Caroline,Wilkinson,25,F,42,287
100001101,Joseph,Frazier,37,F,89,92
100001102,Randall,Kelly,27,F,245,62
100001103,Shawn,Davis,58,M,165,119
100001104,Thomas,Wong,24,F,276,129
100001105,Jeffrey,Quinn,18,F,172,208
100001106,James,Holloway,53,F,174,78
100001107,Jean,Wood,34,M,56,219
100001108,Aaron,Edwards,46,F,156,41
100001109,Thomas,Bradford,58,M,136,247
100001110,Anne,Velez,47,F,191,67
100001111,Kevin,Mitchell,66,F,84,114
100001112,Stephanie,Hopkins,56,M,134,244
100001113,Jason,Duncan,44,F,87,249
100001114,Timothy,Williams,18,M,275,159
100001115,Patricia,Lowe,53,M,46,204
100001116,Christopher,Hill,54,F,214,233
100001117,Donna,Burch,26,F,45,294
100001118,Robert,Bennett,76,F,154,228
100001119,Jared,Torres,51,M,239,225
100001120,Laura,Williams,23,F,149,201
100001121,Dylan,Smith,52,F,47,112
100001122,Andrea,Stevens,45,M,53,224
100001123,Jessica,Huff,38,M,282,110
100001124,Kyle,Allison,15,M,121,215
100001125,Nicholas,Orr,21,M,18,70
100001126,Michael,Melendez,61,F,177,220
100001127,David,Massey,76,F,205,237
100001128,David,Garcia,60,F,96,246
100001129,Theresa,Munoz,28,F,271,168
100001130,Johnny,Hebert,45,F,242,97
100001131,Kirk,Alvarez,63,M,257,160
100001132,Brad,Shields,61,M,174,78
100001133,Steven,Hayes,26,F,208,137
100001134,Scott,Swanson,20,F,203,266
100001135,Kimberly,Harris,22,F,53,224
100001136,Natalie,Campos,16,M,139,185
100001137,Michael,Velazquez,51,F,53,224
100001138,Robin,Day,33,F,153,61
100001139,Carrie,Miller,39,M,217,187
100001140,Teresa,Harvey,78,M,124,295
100001141,James,Price,15,M,81,212
100001142,Christopher,Perez,15,F,155,239
100001143,Nicole,Perry,18,F,178,47
100001144,Danny,Buchanan,13,M,207,193
100001145,Walter,Matthews,43,F,233,279
100001146,Debra,Cruz,29,M,139,185
100001147,Scott,Medina,51,F,113,265
100001148,Meghan,Smith,13,F,23,139
100001149,Timothy,Taylor,53,F,35,198
100001150,Brian,Simpson,15,F,159,126
100001151,Frank,Calhoun,67,F,14,58
100001152,Marissa,Mitchell,19,M,61,173
100001153,Karen,Moore,40,M,119,272
100001154,Cory,Benitez,62,M,122,107
100001155,Christy,Holt,27,M,85,235
100001156,Emily,Durham,42,M,107,271
100001157,Patrick,Hill,23,F,44,143
100001158,Dylan,Dennis,59,F,79,263
100001159,William,Ford,57,F,223,131
100001160,John,Mcdonald,19,F,52,255
100001161,Joy,Fisher,79,M,152,189
100001162,Alvin,Johnson,44,F,42,287
100001163,Kevin,Flores,37,M,62,94
100001164,Rebecca,Johnson,15,F,277,232
100001165,Jennifer,Martinez,43,M,266,73
100001166,James,Stanley,67,F,284,98
100001167,James,Casey,35,F,152,189
100001168,William,Griffin,60,F,40,165
100001169,William,Harrison,68,F,205,237
100001170,Kelly,Doyle,35,F,270,55
100001171,Vernon,Peterson,80,F,287,103
100001172,Justin,Diaz,38,F,126,106
100001173,Jose,Christensen,57,F,177,220
100001174,Raymond,Williams,26,F,103,148
100001175,Brad,Vega,36,M,112,289
100001176,Brian,Watson,15,F,250,132
100001177,Luis,Collins,50,F,147,104
100001178,Jonathan,Wiggins,78,F,291,214
100001179,Michael,Simmons,55,F,72,134
100001180,Beth,Harris,18,F,246,95
100001181,Jack,Wilson,34,M,154,199
100001182,John,Smith,40,F,76,121
100001183,Heather,Wu,61,F,138,241
100001184,Regina,Lynch,34,F,79,263
100001185,Deborah,Welch,67,F,90,63
100001186,Walter,Berry,35,F,44,143
100001187,Sean,Hubbard,27,F,48,200
100001188,Rhonda,Compton,37,M,70,152
100001189,Jeremy,Fox,48,F,197,167
100001190,Jennifer,Mays,50,F,40,165
100001191,Carrie,Mckenzie,74,F,137,243
100001192,Robert,Jackson,61,M,168,111
100001193,Taylor,Olson,41,M,207,193
100001194,Deanna,Johnson,42,F,87,249
100001195,Danielle,Hess,28,M,293,234
100001196,Kelsey,Smith,34,F,87,249
100001197,Jacqueline,Haney,78,F,269,68
100001198,Thomas,Wade,22,M,158,81
100001199,Elizabeth,Murphy,53,M,70,152
100001200,Cynthia,Roberts,30,F,208,173
100001201,Jerry,Davis,21,F,293,234
100001202,Patricia,Maldonado,21,M,70,152
100001203,Mary,Miller,47,M,41,296
100001204,Brittany,Rivera,46,M,41,296
100001205,Edward,Price,71,F,76,121
100001206,Beth,Ruiz,51,M,263,261
100001207,Jerry,Patel,38,M,111,196
100001208,Amanda,Roberts,79,M,99,147
100001209,Tiffany,Oliver,64,F,58,268
100001210,Tracy,Herrera,51,F,296,122
100001211,Courtney,Hicks,41,F,77,176
100001212,Joshua,Townsend,78,M,106,57
100001213,Justin,Carter,73,F,230,147
100001214,William,Smith,23,M,230,84
100001215,Dylan,Andrade,31,M,188,101
100001216,Donna,Erickson,12,F,45,294
100001217,David,Nichols,65,F,209,108
100001218,Melanie,Hughes,37,M,93,253
100001219,Darrell,Tate,75,F,73,132
100001220,Darrell,Thomas,63,M,284,98
100001221,Patrick,Browning,55,M,272,275
100001222,Emily,Hunt,80,M,226,290
100001223,Lawrence,Morgan,27,F,294,217
100001224,Richard,Fox,33,F,40,165
100001225,Jonathan,Lopez,46,M,226,290
100001226,Thomas,Murphy,57,M,249,124
100001227,Alison,Pope,69,F,285,50
100001228,Alyssa,Marshall,24,M,103,148
100001229,Jennifer,Rogers,78,M,171,298
100001230,Margaret,Kidd,67,M,224,282
100001231,Renee,Wood,21,M,24,286
100001232,Charles,Frederick,61,F,239,225
100001233,Miguel,Hawkins,59,F,237,283
100001234,Kathryn,Murray,42,F,178,47
100001235,Theresa,Williams,60,F,79,263
100001236,James,Jackson,80,F,205,237
100001237,Felicia,Carlson,76,M,245,62
100001238,Frank,Stout,37,F,116,96
100001239,Billy,Ingram,14,M,116,96
100001240,Thomas,Williams,29,F,130,197
100001241,Eric,Crawford,72,M,257,160
100001242,Andrea,Lowe,24,F,192,258
100001243,Lisa,Dalton,38,F,250,132
100001244,William,Jarvis,41,F,289,264
100001245,Deanna,Bennett,57,M,16,179
100001246,Jonathan,Nolan,78,F,214,164
100001247,Lynn,Abbott,50,F,124,295
100001248,Kristopher,Herman,42,M,210,54
100001249,Madeline,Klein,68,M,87,249
100001250,Pamela,Brewer,33,M,299,77
100001251,Jon,Lawson,47,F,40,165
100001252,April,Gilmore,24,M,62,94
100001253,Joshua,Aguilar,24,M,57,127
100001254,Robert,Walker,75,M,248,297
100001255,Aimee,Ball,42,M,26,228
100001256,Justin,Jones,16,F,45,294
100001257,Sue,Williams,16,F,285,50
100001258,Victoria,Wong,48,F,205,237
100001259,Kenneth,Anderson,59,F,160,53
100001260,Jennifer,Mcfarland,54,F,192,258
100001261,David,Maynard,43,F,233,279
100001262,Joyce,Hoffman,27,F,91,252
100001263,Ryan,Stephens,37,F,109,145
100001264,Paul,Johnson,41,F,212,108
100001265,Sean,Mckinney,80,F,196,155
100001266,Steven,Watson,37,F,122,107
100001267,Jamie,Hunter,38,F,240,69
100001268,Sarah,Edwards,69,F,189,210
100001269,Kathryn,Turner,21,M,237,283
100001270,Sarah,Garcia,54,F,166,97
100001271,Kenneth,Hanna,25,M,192,258
100001272,Andrea,Myers,25,F,228,90
100001273,Dennis,Taylor,22,M,98,280
100001274,Ethan,Reyes,12,F,255,285
100001275,Benjamin,Ferguson,26,M,165,119
100001276,Teresa,Aguilar,61,F,50,257
100001277,Robert,Ford,22,M,18,70
100001278,James,Smith,31,F,146,46
100001279,Erin,Barnett,44,M,233,279
100001280,James,Dixon,39,F,35,198
100001281,Faith,Jones,28,F,232,80
100001282,Patricia,Anderson,19,F,107,271
100001283,Jacob,Molina,26,M,67,238
100001284,Kevin,Mcguire,48,F,169,186
100001285,Meghan,Rivera,63,M,62,94
100001286,Matthew,Marquez,49,F,199,172
100001287,Sonya,Oconnell,38,F,103,148
100001288,Kim,Mason,24,M,110,100
100001289,Ashley,Miller,63,M,111,196
100001290,Lisa,Goodwin,25,F,259,85
100001291,Darryl,Forbes,56,F,229,291
100001292,Seth,Miller,59,F,58,268
100001293,Norman,Blanchard,65,F,174,78
100001294,Mary,Davis,40,F,235,101
100001295,Edward,Stewart,35,F,49,110
100001296,Colleen,Rosales,42,M,111,196
100001297,Corey,Baker,26,M,219,269
100001298,Connie,Berg,63,M,287,103
100001299,Diane,Campbell,66,F,35,198
100001300,Alexander,Rodriguez,60,F,281,192
100001301,Luis,Smith,62,M,219,269
100001302,William,Turner,68,F,103,148
100001303,Christopher,Warren,78,F,70,152
100001304,Jessica,Spencer,18,F,245,62
100001305,Jeffery,Curtis,29,F,75,169
100001306,Ronald,Patrick,28,F,273,288
100001307,William,Francis,32,M,160,53
100001308,Nicole,Carroll,25,F,187,277
100001309,Amanda,Stewart,45,F,95,128
100001310,John,Bartlett,67,F,237,283
100001311,Barry,Garcia,30,M,193,174
100001312,Charles,Frank,76,F,54,284
100001313,Gabriella,Stevens,52,F,26,228
100001314,Leah,Brady,13,F,147,104
100001315,Karen,Leonard,44,F,253,278
100001316,Hunter,Durham,53,F,203,266
100001317,Luis,James,34,F,148,242
100001318,Shawn,Leonard,38,M,283,211
100001319,Katherine,Craig,48,F,129,88
100001320,Ryan,Nelson,26,M,230,220
100001321,Fred,Gaines,48,M,137,243
100001322,Tracey,Morales,39,F,66,116
100001323,Elizabeth,Jackson,75,F,52,255
100001324,Joseph,Williams,36,F,159,195
