ssn,reg_no
100000951,22
100000951,25
100000951,24
100000951,28
100000952,22
100000952,28
100000952,24
100000952,21
100000953,25
100000953,26
100000954,23
100000954,28
100000954,25
100000955,25
100000955,20
100000956,21
100000957,24
100000957,28
100000958,26
100000958,27
100000958,26
100000958,23
100000959,27
100000959,25
100000959,20
100000960,25
100000960,29
100000961,25
100000962,21
100000963,23
100000963,25
100000964,22
100000965,28
100000966,28
100000966,24
100000966,29
100000966,22
100000967,24
100000967,21
100000967,24
100000968,25
100000968,29
100000968,21
100000969,20
100000970,29
100000970,21
100000970,27
100000971,24
100000971,26
100000971,28
100000972,26
100000972,26
100000973,20
100000973,21
100000974,20
100000974,24
100000974,22
100000974,24
100000975,28
100000976,25
100000977,23
100000977,26
100000977,24
100000978,26
100000978,26
100000979,25
100000979,23
100000980,25
100000981,22
100000981,24
100000981,20
100000982,26
100000982,26
100000982,28
100000982,24
100000983,28
100000983,29
100000983,28
100000983,23
100000984,29
100000984,22
100000984,20
100000985,27
100000985,21
100000985,20
100000986,26
100000987,22
100000987,26
100000987,24
100000988,22
100000989,20
100000989,28
100000989,28
100000990,27
100000990,23
100000991,25
100000991,24
100000991,23
100000992,29
100000993,27
100000993,24
100000993,27
100000993,24
100000994,20
100000994,26
100000994,27
100000995,29
100000995,22
100000996,22
100000996,29
100000997,24
100000997,20
100000998,22
100000998,26
100000999,22
100000999,26
100000999,24
100000999,27
100001000,21
100001000,28
100001000,20
100001000,23
100001001,27
100001001,20
100001001,20
100001001,20
100001002,20
100001002,25
100001002,21
100001002,25
100001003,21
100001003,23
100001003,20
100001004,24
100001005,20
100001005,22
100001006,20
100001006,24
100001007,28
100001007,23
100001007,22
100001007,25
100001008,25
100001009,28
100001009,24
100001009,24
100001010,29
100001010,27
100001010,28
100001010,23
100001011,28
100001011,24
100001012,27
100001012,24
100001013,20
100001013,25
100001013,27
100001013,29
100001014,28
100001014,28
100001014,25
100001015,26
100001016,26
100001017,22
100001017,20
100001017,26
100001017,25
100001018,20
100001018,22
100001018,20
100001018,24
100001019,23
100001019,26
100001019,25
100001020,23
100001021,20
100001021,24
100001021,20
100001022,23
100001022,26
100001023,22
100001024,21
100001024,21
100001024,25
100001025,21
100001026,29
100001027,27
100001027,22
100001027,20
100001027,21
100001028,25
100001028,22
100001028,27
100001028,23
100001029,21
100001030,27
100001030,24
100001030,27
100001031,26
100001031,29
100001031,24
100001032,24
100001032,24
100001032,28
100001032,27
100001033,25
100001034,26
100001034,20
100001035,28
100001035,26
100001036,23
100001036,29
100001036,20
100001036,27
100001037,28
100001037,28
100001037,21
100001037,25
100001038,21
100001038,24
100001038,24
100001038,25
100001039,21
100001039,20
100001040,27
100001040,20
100001040,26
100001041,21
100001041,22
100001042,20
100001042,26
100001043,21
100001043,21
100001044,20
100001044,27
100001044,28
100001045,23
100001045,28
100001045,29
100001045,25
100001046,26
100001046,29
100001046,27
100001046,28
100001047,22
100001048,22
100001048,26
100001049,28
100001049,26
100001050,28
100001050,26
100001050,23
100001051,27
100001051,25
100001051,22
100001051,24
100001052,20
100001052,29
100001052,29
100001052,29
100001053,28
100001054,27
100001055,22
100001055,29
100001055,28
100001056,20
100001056,21
100001056,29
100001057,26
100001057,24
100001057,20
100001058,28
100001058,20
100001058,23
100001058,20
100001059,20
100001060,24
100001061,24
100001061,28
100001061,23
100001061,28
100001062,25
100001063,23
100001063,23
100001063,24
100001064,24
100001064,24
100001064,27
100001065,27
100001065,29
100001066,22
100001067,21
100001067,27
100001068,29
100001068,27
100001068,28
100001068,25
100001069,22
100001069,21
100001069,22
100001069,22
100001070,25
100001070,24
100001070,24
100001071,29
100001071,25
100001072,27
100001073,20
100001074,26
100001075,22
100001075,29
100001076,28
100001077,22
100001078,21
100001079,26
100001079,20
100001080,24
100001081,23
100001081,26
100001082,29
100001082,21
100001083,29
100001083,21
100001084,21
100001084,29
100001084,23
100001085,21
100001085,24
100001086,23
100001086,21
100001087,20
100001087,20
100001087,21
100001088,24
100001088,28
100001088,26
100001088,29
100001089,26
100001089,25
100001090,21
100001091,21
100001091,25
100001091,24
100001091,26
100001092,27
100001093,20
100001094,28
100001094,22
100001094,23
100001094,28
100001095,20
100001095,26
100001095,23
100001096,22
100001096,27
100001096,23
100001096,27
100001097,28
100001097,26
100001097,27
100001097,27
100001098,26
100001098,20
100001098,22
100001099,25
100001100,27
100001100,26
100001101,25
100001102,25
100001103,20
100001103,21
100001104,27
100001105,22
100001105,29
100001105,24
100001105,27
100001106,21
100001107,21
100001108,21
100001109,23
100001109,26
100001109,27
100001109,27
100001110,21
100001110,20
100001111,25
100001111,28
100001111,25
100001112,27
100001112,27
100001113,22
100001113,23
100001113,20
100001113,20
100001114,27
100001114,24
100001115,28
100001115,21
100001115,23
100001116,21
100001116,29
100001116,24
100001117,20
100001117,20
100001117,21
100001117,24
100001118,20
100001118,27
100001118,25
100001119,29
100001120,26
100001121,23
100001122,22
100001122,23
100001122,26
100001123,29
100001123,28
100001123,23
100001123,22
100001124,21
100001124,24
100001125,23
100001125,21
100001126,23
100001126,22
100001126,25
100001126,22
100001127,24
100001127,20
100001127,29
100001128,24
100001128,20
100001128,21
100001129,29
100001129,20
100001130,23
100001130,23
100001130,21
100001131,23
100001131,26
100001132,21
100001132,22
100001132,24
100001132,29
100001133,20
100001134,20
100001134,20
100001134,21
100001135,20
100001135,20
100001135,28
100001135,23
100001136,25
100001136,28
100001136,27
100001137,29
100001137,20
100001137,26
100001137,24
100001138,23
100001138,21
100001139,27
100001140,22
100001140,25
100001141,29
100001141,23
100001142,27
100001143,28
100001144,27
100001144,23
100001145,24
100001146,25
100001147,26
100001147,22
100001148,29
100001148,20
100001148,26
100001148,21
100001149,29
100001150,26
100001151,22
100001151,22
100001152,20
100001152,20
100001153,23
100001153,25
100001153,28
100001154,24
100001155,29
100001155,29
100001156,20
100001156,23
100001156,22
100001157,21
100001157,29
100001157,25
100001157,24
100001158,21
100001158,29
100001158,25
100001158,26
100001159,23
100001159,24
100001160,29
100001160,22
100001161,22
100001161,29
100001162,26
100001162,20
100001162,20
100001162,23
100001163,21
100001163,20
100001163,23
100001163,26
100001164,28
100001165,28
100001165,20
100001166,29
100001166,20
100001166,22
100001166,25
100001167,20
100001167,23
100001167,23
100001168,21
100001169,20
100001169,22
100001169,24
100001170,22
100001170,23
100001170,27
100001170,21
100001171,29
100001171,25
100001172,26
100001173,22
100001173,29
100001174,26
100001175,27
100001175,24
100001175,27
100001175,23
100001176,29
100001176,27
100001176,28
100001177,28
100001178,21
100001179,26
100001179,23
100001180,21
100001180,22
100001181,28
100001182,29
100001183,29
100001183,20
100001183,28
100001183,22
100001184,23
100001184,26
100001184,22
100001185,27
100001186,20
100001187,26
100001188,24
100001188,24
100001188,24
100001188,29
100001189,24
100001189,24
100001190,22
100001191,26
100001191,21
100001192,24
100001192,20
100001193,20
100001193,22
100001194,25
100001194,20
100001195,25
100001195,26
100001195,28
100001196,29
100001197,25
100001198,23
100001198,24
100001198,28
100001198,21
100001199,21
100001199,26
100001199,27
100001200,22
100001201,29
100001201,24
100001201,26
100001201,25
100001202,22
100001203,20
100001203,21
100001204,26
100001204,27
100001204,24
100001205,23
100001205,26
100001205,26
100001205,24
100001206,28
100001207,25
100001207,26
100001207,25
100001208,28
100001208,21
100001208,28
100001208,27
100001209,28
100001210,22
100001210,27
100001210,27
100001210,23
100001211,21
100001211,24
100001211,23
100001211,21
100001212,27
100001212,26
100001213,22
100001214,24
100001214,22
100001214,24
100001215,24
100001215,26
100001215,26
100001216,28
100001217,22
100001218,28
100001218,21
100001218,28
100001218,22
100001219,20
100001219,24
100001220,26
100001220,20
100001220,21
100001221,27
100001221,21
100001221,25
100001221,29
100001222,20
100001222,22
100001222,23
100001222,25
100001223,24
100001223,27
100001223,23
100001224,21
100001224,29
100001224,20
100001225,25
100001225,29
100001225,26
100001225,21
100001226,27
100001226,25
100001226,20
100001226,27
100001227,28
100001227,21
100001228,25
100001228,26
100001228,22
100001228,23
100001229,28
100001229,26
100001230,22
100001230,27
100001230,20
100001231,23
100001232,28
100001232,20
100001232,27
100001232,24
100001233,23
100001233,28
100001233,22
100001233,25
100001234,28
100001234,29
100001235,24
100001235,27
100001236,22
100001236,20
100001236,29
100001237,23
100001237,28
100001238,24
100001238,27
100001238,28
100001238,23
100001239,25
100001239,22
100001239,27
100001240,27
100001240,26
100001241,26
100001241,25
100001241,23
100001242,22
100001242,20
100001243,21
100001243,25
100001243,21
100001243,29
100001244,27
100001244,20
100001244,25
100001245,26
100001245,24
100001246,21
100001246,27
100001247,24
100001247,23
100001248,29
100001248,26
100001249,24
100001249,26
100001250,26
100001250,23
100001250,29
100001251,26
100001252,24
100001252,28
100001252,24
100001253,22
100001253,20
100001254,24
100001254,20
100001255,25
100001255,29
100001255,21
100001255,21
100001256,22
100001256,28
100001256,29
100001256,21
100001257,23
100001257,29
100001257,24
100001258,23
100001258,24
100001258,20
100001259,24
100001259,29
100001260,29
100001260,26
100001261,29
100001261,21
100001261,28
100001262,29
100001263,24
100001264,25
100001265,27
100001265,20
100001265,23
100001266,26
100001266,29
100001267,22
100001267,24
100001267,24
100001268,26
100001268,21
100001269,21
100001269,28
100001269,23
100001269,28
100001270,29
100001270,24
100001271,20
100001271,23
100001271,23
100001272,25
100001273,28
100001273,29
100001273,22
100001273,27
100001274,25
100001274,24
100001274,28
100001275,22
100001275,25
100001276,26
100001276,21
100001276,23
100001277,20
100001277,28
100001277,24
100001278,20
100001278,29
100001279,28
100001279,26
100001279,25
100001280,21
100001280,25
100001280,24
100001280,25
100001281,23
100001282,21
100001283,25
100001283,23
100001283,23
100001283,21
100001284,20
100001285,25
100001285,25
100001285,24
100001285,21
100001286,26
100001286,23
100001287,24
100001288,28
100001288,21
100001288,23
100001289,22
100001289,26
100001289,21
100001289,25
100001290,21
100001291,27
100001292,23
100001292,29
100001293,29
100001293,26
100001293,22
100001294,25
100001294,27
100001295,26
100001295,21
100001295,27
100001295,21
100001296,23
100001296,29
100001296,21
100001297,25
100001297,21
100001297,27
100001298,27
100001298,25
100001298,23
100001299,23
100001299,20
100001300,23
100001300,23
100001300,21
100001300,22
100001301,22
100001301,25
100001301,25
100001302,23
100001302,24
100001303,20
100001304,23
100001304,22
100001305,20
100001305,28
100001305,26
100001305,22
100001306,29
100001306,26
100001306,27
100001306,21
100001307,20
100001307,20
100001307,27
100001307,26
100001308,24
100001308,27
100001308,25
100001308,24
100001309,27
100001309,28
100001309,29
100001310,20
100001310,26
100001310,24
100001310,25
100001311,23
100001311,29
100001312,24
100001313,24
100001313,21
100001313,21
100001314,20
100001315,23
100001315,20
100001316,25
100001316,22
100001316,27
100001316,23
100001317,25
100001318,22
100001318,21
100001319,28
100001319,28
100001319,22
100001319,21
100001320,20
100001320,27
100001320,28
100001321,24
100001322,25
100001322,26
100001322,29
100001322,21
100001323,29
100001323,22
100001324,29
100001324,28
100001325,26
100001326,25
100001326,22
100001326,21
100001327,22
100001327,25
100001328,27
100001329,23
100001329,27
100001330,24
100001330,29
100001330,21
100001330,27
100001331,25
100001332,25
100001332,26
100001332,25
100001332,20
100001333,25
100001334,28
100001334,24
100001335,22
100001335,26
100001335,29
100001336,22
100001336,29
100001337,21
100001337,27
100001337,29
100001337,23
100001338,22
100001338,22
100001338,20
100001339,20
100001339,24
100001339,26
100001340,21
100001340,27
100001340,21
100001341,26
100001342,28
100001342,21
100001342,24
100001342,24
100001343,27
100001343,22
100001344,20
100001345,23
100001345,29
100001345,25
100001346,24
100001346,25
100001346,20
100001346,24
100001347,21
100001347,25
100001347,24
100001348,23
100001348,24
100001349,23
100001349,29
100001349,29
100001350,28
100001350,21
100001351,26
100001351,24
100001352,21
100001352,25
100001352,22
100001353,24
100001354,20
100001354,20
100001354,20
100001355,24
100001355,21
100001355,23
100001356,25
100001356,24
100001356,29
100001356,23
100001357,21
100001357,20
100001357,23
100001357,28
100001358,25
100001358,29
100001358,21
100001359,29
100001359,27
100001359,25
100001360,27
100001360,23
100001360,26
100001361,29
100001362,21
100001363,20
100001363,28
100001364,29
100001364,25
100001365,26
100001365,22
100001365,23
100001366,21
100001366,20
100001367,26
100001368,27
100001369,23
100001369,25
100001370,29
100001370,21
100001370,28
100001370,22
100001371,25
100001372,23
100001372,24
100001372,20
100001372,28
100001373,23
100001373,27
100001374,22
100001374,27
100001374,27
100001374,27
100001375,25
100001375,22
100001375,27
100001375,23
100001376,22
100001376,23
100001376,24
100001377,28
100001377,23
100001377,28
100001378,25
100001379,22
100001380,20
100001381,29
100001382,25
100001382,29
100001383,27
100001384,28
100001384,22
100001385,28
100001385,25
100001385,20
100001386,23
100001386,23
100001387,25
100001387,29
100001388,22
100001388,27
100001389,23
100001389,24
100001390,26
100001390,29
100001390,22
100001390,21
100001391,29
100001391,21
100001392,28
100001392,23
100001392,24
100001392,28
100001393,20
100001393,20
100001394,23
100001394,24
100001394,20
100001395,27
100001395,28
100001395,24
100001396,29
100001397,29
100001397,29
100001397,23
100001398,24
100001399,25
100001400,21
100001400,22
100001401,27
100001402,27
100001402,28
100001403,29
100001404,23
100001405,23
100001405,20
100001406,22
100001407,22
100001408,25
100001409,25
100001409,24
100001409,27
100001410,28
100001410,20
100001410,23
100001410,25
100001411,22
100001411,25
100001412,28
100001412,25
100001412,22
100001413,22
100001413,20
100001414,23
100001414,29
100001414,29
100001415,28
100001416,28
100001416,29
100001416,24
100001417,27
100001418,21
100001418,25
100001418,23
100001418,25
100001419,28
100001419,28
100001419,22
100001420,29
100001420,22
100001420,24
100001420,29
100001421,21
100001422,22
100001423,29
100001423,25
100001424,28
100001424,29
100001425,28
100001425,26
100001425,26
100001425,29
100001426,23
100001426,21
100001426,20
100001427,24
100001428,29
100001429,27
100001429,21
100001429,28
100001430,21
100001430,22
100001430,23
100001431,25
100001431,28
100001431,23
100001432,27
100001432,20
100001433,29
100001433,25
100001434,20
100001434,29
100001434,21
100001435,24
100001436,23
100001436,24
100001436,27
100001437,25
100001438,21
100001438,29
100001438,29
100001438,27
100001439,21
100001439,25
100001439,22
100001439,25
100001440,27
100001440,28
100001440,20
100001440,26
100001441,27
100001441,26
100001441,27
100001441,22
100001442,26
100001442,28
100001442,21
100001443,21
100001443,27
100001444,25
100001445,20
100001446,25
100001446,21
100001446,24
100001447,20
100001447,20
100001448,28
100001449,29
100001449,25
100001450,26
100001450,29
100001450,29
100001451,28
100001452,22
100001452,26
100001452,26
100001452,28
100001453,28
100001453,21
100001454,27
100001454,27
100001454,29
100001454,21
100001455,26
100001456,21
100001456,28
100001456,28
100001457,28
100001458,25
100001458,27
100001458,23
100001458,27
100001459,23
100001459,25
100001459,23
100001460,23
100001460,24
100001461,29
100001461,20
100001461,28
100001462,27
100001462,28
100001462,20
100001463,26
100001463,28
100001464,21
100001464,29
100001465,28
100001466,24
100001467,27
100001467,28
100001467,25
100001467,26
100001468,24
100001469,28
100001469,25
100001469,27
100001470,29
100001470,28
100001470,29
100001471,27
100001471,25
100001471,26
100001471,22
100001472,23
100001472,25
100001473,25
100001473,22
100001473,24
100001473,23
100001474,25
100001474,23
100001475,22
100001475,29
100001475,27
100001476,20
100001477,21
100001478,20
100001478,22
100001478,24
100001479,25
100001479,24
100001479,23
100001480,27
100001480,23
100001480,23
100001481,27
100001481,26
100001481,20
100001481,23
100001482,20
100001482,21
100001482,23
100001483,29
100001483,28
100001484,24
100001484,23
100001485,22
100001485,24
100001485,23
100001485,21
100001486,26
100001486,28
100001486,23
100001487,25
100001487,20
100001488,20
100001489,27
100001490,29
100001490,23
100001491,24
100001491,22
100001491,24
100001492,21
100001493,29
100001493,21
100001493,24
100001494,29
100001495,22
100001495,20
100001496,29
100001496,26
100001496,26
100001497,27
100001497,25
100001497,27
100001498,26
100001498,27
100001498,23
100001499,21
100001499,20
100001499,21
100001499,29
100001500,22
100001500,22
100001501,26
100001502,24
100001502,28
100001502,28
100001502,27
100001503,24
100001504,22
100001505,26
100001505,28
100001505,24
100001506,26
100001506,20
100001506,24
100001507,29
100001508,22
100001508,23
100001509,25
100001509,21
100001510,28
100001510,29
100001510,24
100001511,23
100001511,23
100001512,22
100001512,28
100001512,22
100001513,21
100001513,27
100001513,27
100001513,27
100001514,29
100001514,28
100001515,24
100001515,21
100001515,24
100001516,25
100001517,26
100001517,22
100001517,22
100001517,21
100001518,28
100001519,28
100001519,28
100001520,29
100001520,27
100001520,27
100001520,24
100001521,22
100001521,25
100001521,25
100001522,29
100001523,20
100001523,22
100001523,20
100001524,26
100001524,23
100001524,26
100001524,28
100001525,24
100001525,29
100001525,29
100001525,28
100001526,23
100001526,28
100001526,26
100001527,24
100001527,22
100001527,29
100001528,27
100001528,22
100001528,28
100001529,23
100001530,25
100001531,29
100001532,23
100001532,28
100001532,20
100001532,20
100001533,20
100001533,23
100001534,25
100001534,25
100001534,27
100001534,26
100001535,27
100001535,26
100001535,28
100001536,26
100001536,28
100001537,23
100001537,27
100001538,29
100001538,20
100001539,25
100001540,24
100001540,28
100001540,29
100001541,23
100001541,25
100001541,26
100001542,23
100001542,28
100001542,28
100001542,21
100001543,27
100001543,29
100001543,25
100001544,28
100001544,28
100001544,25
100001545,29
100001545,29
100001545,26
100001546,23
100001546,23
100001547,27
100001547,29
100001547,20
100001547,22
100001548,23
100001549,22
100001550,23
100001550,26
100001550,26
100001551,23
100001551,21
100001551,21
100001552,27
100001552,25
100001552,26
100001552,20
100001553,23
100001554,27
100001555,21
100001555,29
100001555,23
100001555,26
100001556,26
100001556,25
100001556,21
100001557,23
100001557,27
100001557,29
100001558,20
100001558,22
100001558,21
100001558,22
100001559,26
100001560,22
100001561,22
100001562,23
100001563,27
100001563,23
100001564,21
100001565,24
100001565,20
100001565,27
100001566,20
100001566,29
100001566,24
100001567,28
100001567,20
100001567,20
100001567,25
100001568,27
100001568,26
100001569,20
100001569,22
100001569,22
100001569,29
100001570,22
100001570,20
100001571,25
100001572,21
100001573,20
100001573,26
100001573,27
100001574,26
100001575,23
100001575,22
100001576,26
100001576,20
100001576,24
100001577,24
100001577,28
100001577,24
100001577,23
100001578,22
100001579,20
100001579,23
100001579,29
100001580,24
100001580,27
100001581,21
100001582,29
100001582,27
100001582,27
100001583,21
100001583,23
100001584,27
100001584,29
100001584,26
100001584,21
100001585,28
100001585,23
100001585,22
100001586,27
100001586,21
100001587,25
100001587,23
100001587,26
100001588,27
100001588,24
100001589,21
100001589,28
100001589,24
100001590,29
100001591,22
100001591,26
100001591,29
100001591,21
100001592,24
100001593,21
100001593,22
100001593,29
100001593,24
100001594,23
100001594,22
100001595,29
100001595,28
100001596,24
100001596,26
100001596,27
100001596,28
100001597,21
100001597,24
100001597,25
100001598,21
100001599,27
100001599,29
100001600,20
100001600,20
100001600,21
100001601,21
100001601,22
100001601,21
100001602,26
100001603,26
100001604,26
100001604,25
100001604,21
100001604,29
100001605,23
100001606,21
100001606,24
100001607,28
100001607,26
100001608,24
100001608,20
100001608,22
100001608,25
100001609,29
100001609,21
100001610,26
100001610,29
100001610,24
100001611,23
100001612,24
100001612,20
100001613,27
100001613,22
100001614,20
100001614,29
100001615,28
100001615,23
100001615,23
100001615,25
100001616,23
100001617,20
100001617,21
100001617,25
100001618,28
100001618,24
100001618,20
100001619,20
100001619,25
100001619,22
100001620,28
100001620,26
100001620,24
100001621,21
100001621,21
100001622,21
100001622,25
100001622,27
100001622,22
100001623,26
100001623,23
100001623,25
100001624,20
100001625,21
100001626,24
100001626,20
100001626,21
100001627,29
100001627,25
100001627,25
100001627,25
100001628,28
100001628,28
100001628,20
100001629,22
100001630,23
100001630,28
100001630,28
100001631,21
100001632,27
100001633,21
100001633,25
100001633,23
100001633,20
100001634,23
100001634,26
100001635,22
100001635,24
100001636,20
100001636,29
100001636,21
100001636,28
100001637,27
100001638,21
100001638,22
100001638,25
100001639,24
100001639,28
100001639,24
100001640,24
100001641,23
100001642,20
100001642,23
100001642,26
100001642,21
100001643,28
100001643,27
100001644,22
100001644,24
100001645,21
100001645,24
100001646,21
100001646,23
100001646,27
100001647,24
100001648,23
100001648,22
100001648,25
100001648,29
100001649,24
100001649,22
100001649,25
100001649,23
100001650,26
100001651,21
100001652,23
100001652,25
100001653,29
100001653,20
100001653,20
100001653,29
100001654,22
100001654,27
100001654,22
100001654,20
100001655,27
100001655,24
100001655,22
100001656,22
100001656,29
100001656,25
100001657,29
100001657,29
100001657,22
100001658,28
100001658,23
100001659,21
100001659,20
100001660,23
100001660,22
100001660,28
100001661,22
100001661,27
100001661,25
100001662,22
100001662,23
100001662,28
100001663,24
100001663,22
100001663,22
100001663,21
100001664,21
100001665,20
100001666,20
100001666,27
100001666,23
100001667,29
100001668,20
100001669,21
100001670,23
100001670,25
100001670,22
100001671,21
100001671,22
100001671,28
100001672,27
100001672,23
100001672,23
100001672,23
100001673,25
100001673,27
100001674,29
100001675,24
100001675,24
100001676,22
100001676,29
100001676,29
100001677,26
100001678,26
100001678,29
100001679,21
100001680,23
100001680,27
100001680,26
100001681,26
100001681,26
100001681,29
100001682,25
100001682,28
100001682,29
100001683,23
100001683,27
100001683,29
100001684,28
100001684,26
100001684,24
100001684,26
100001685,28
100001685,23
100001686,26
100001686,22
100001686,26
100001686,27
100001687,28
100001687,21
100001688,27
100001688,21
100001688,20
100001689,21
100001690,27
100001691,27
100001691,24
100001692,20
100001693,28
100001693,29
100001693,22
100001694,29
100001694,21
100001695,27
100001696,22
100001696,26
100001696,24
100001696,28
100001697,28
100001698,27
100001698,29
100001698,24
100001698,28
100001699,25
100001699,29
100001699,23
100001699,21
100001700,21
100001700,20
100001700,29
100001701,27
100001701,24
100001701,27
100001701,27
100001702,22
100001702,26
100001702,28
100001702,29
100001703,29
100001703,26
100001704,25
100001705,29
100001705,25
100001705,26
100001706,27
100001707,25
100001707,29
100001707,21
100001707,22
100001708,23
100001708,20
100001708,22
100001709,25
100001709,26
100001709,26
100001710,21
100001710,25
100001711,26
100001711,21
100001711,25
100001712,28
100001713,29
100001713,22
100001713,23
100001713,21
100001714,29
100001714,23
100001714,22
100001715,28
100001715,26
100001715,26
100001716,25
100001716,23
100001717,27
100001717,24
100001718,26
100001719,29
100001719,27
100001720,29
100001720,26
100001720,29
100001720,22
100001721,20
100001721,21
100001721,29
100001721,20
100001722,23
100001722,27
100001722,27
100001723,25
100001724,27
100001724,27
100001724,23
100001724,25
100001725,22
100001725,25
100001725,27
100001726,24
100001726,26
100001726,27
100001726,27
100001727,22
100001728,25
100001729,20
100001729,23
100001729,26
100001730,21
100001730,25
100001730,20
100001730,28
100001731,23
100001732,25
100001732,27
100001733,23
100001734,20
100001734,22
100001734,26
100001734,25
100001735,28
100001735,27
100001736,24
100001736,23
100001736,20
100001737,29
100001737,20
100001737,23
100001738,21
100001738,29
100001738,22
100001739,29
100001740,21
100001741,20
100001741,28
100001742,29
100001742,22
100001742,25
100001742,27
100001743,25
100001743,22
100001743,21
100001743,25
100001744,20
100001744,22
100001745,24
100001745,26
100001745,21
100001745,27
100001746,24
100001746,29
100001746,26
100001747,25
100001747,29
100001747,25
100001747,28
100001748,29
100001748,21
100001748,24
100001748,20
100001749,20
100001749,29
100001749,23
100001750,29
100001751,26
100001751,24
100001751,29
100001751,29
100001752,29
100001753,27
100001753,27
100001754,28
100001754,22
100001755,20
100001755,26
100001755,28
100001756,20
100001756,26
100001757,24
100001757,23
100001757,22
100001758,21
100001759,26
100001759,27
100001759,25
100001759,29
100001760,29
100001761,26
100001761,22
100001761,26
100001762,22
100001763,21
100001763,29
100001763,29
100001763,20
100001764,20
100001764,26
100001764,20
100001765,20
100001765,24
100001765,25
100001765,23
100001766,25
100001766,22
100001766,27
100001767,23
100001767,22
100001768,28
100001768,25
100001768,21
100001768,29
100001769,21
100001769,20
100001769,21
100001769,20
100001770,21
100001770,29
100001770,22
100001771,25
100001771,26
100001772,27
100001773,20
100001773,28
100001774,28
100001774,28
100001774,29
100001774,29
100001775,28
100001776,29
100001777,27
100001778,21
100001778,22
100001778,20
100001779,23
100001779,26
100001779,23
100001780,23
100001780,27
100001781,24
100001781,20
100001781,25
100001782,25
100001782,29
100001782,20
100001783,23
100001784,25
100001785,26
100001785,23
100001785,29
100001785,22
100001786,26
100001787,21
100001787,20
100001787,23
100001787,23
100001788,29
100001789,21
100001789,29
100001790,21
100001791,24
100001791,28
100001792,22
100001792,23
100001793,23
100001794,23
100001794,23
100001794,23
100001795,26
100001795,20
100001795,26
100001796,20
100001797,27
100001798,20
100001799,23
100001800,20
100001800,21
100001801,24
100001801,25
100001802,20
100001802,21
100001803,20
100001804,29
100001805,28
100001805,26
100001806,26
100001807,23
100001808,22
100001808,20
100001808,20
100001809,20
100001809,21
100001810,27
100001810,23
100001811,20
100001811,24
100001811,24
100001811,21
100001812,21
100001812,28
100001813,21
100001813,20
100001813,25
100001813,23
100001814,29
100001814,21
100001814,20
100001814,29
100001815,23
100001815,27
100001815,25
100001815,20
100001816,21
100001816,25
100001816,23
100001817,27
100001817,23
100001817,22
100001817,26
100001818,28
100001819,29
100001819,29
100001820,20
100001820,27
100001820,22
100001821,20
100001821,23
100001821,25
100001822,26
100001823,23
100001824,25
100001824,23
100001824,21
100001825,23
100001825,29
100001825,21
100001825,26
100001826,24
100001826,21
100001826,28
100001827,23
100001827,21
100001827,20
100001827,21
100001828,22
100001828,21
100001828,29
100001829,25
100001829,27
100001830,23
100001830,27
100001831,22
100001831,21
100001831,26
100001831,20
100001832,27
100001833,28
100001834,27
100001835,29
100001835,25
100001836,28
100001836,25
100001836,25
100001836,27
100001837,23
100001837,21
100001837,28
100001837,23
100001838,28
100001838,20
100001838,21
100001839,23
100001839,20
100001839,26
100001840,23
100001840,25
100001840,25
100001840,25
100001841,28
100001841,23
100001841,24
100001841,26
100001842,21
100001842,26
100001843,22
100001843,28
100001843,21
100001843,27
100001844,24
100001844,20
100001844,27
100001845,28
100001846,23
100001846,27
100001846,23
100001847,22
100001847,26
100001847,25
100001847,26
100001848,27
100001848,20
100001848,23
100001848,29
100001849,23
100001850,29
100001851,22
100001851,29
100001852,20
100001852,20
100001852,21
100001853,29
100001853,29
100001853,27
100001854,26
100001855,25
100001855,25
100001855,25
100001855,28
100001856,21
100001856,21
100001856,26
100001857,20
100001858,28
100001858,26
100001858,24
100001859,20
100001859,29
100001859,27
100001860,28
100001860,24
100001860,25
100001860,29
100001861,22
100001861,20
100001861,25
100001861,21
100001862,24
100001862,23
100001862,28
100001862,24
100001863,27
100001863,22
100001863,21
100001863,23
100001864,23
100001864,26
100001865,26
100001865,24
100001865,24
100001866,22
100001866,24
100001866,26
100001866,25
100001867,25
100001867,28
100001867,29
100001867,29
100001868,28
100001868,26
100001869,24
100001869,22
100001869,29
100001869,23
100001870,22
100001870,25
100001870,24
100001870,29
100001871,28
100001871,29
100001872,25
100001872,23
100001872,21
100001872,21
100001873,20
100001874,23
100001874,20
100001875,24
100001876,23
100001876,28
100001877,22
100001877,28
100001877,25
100001878,24
100001878,27
100001878,29
100001878,21
100001879,25
100001879,25
100001880,20
100001880,28
100001881,23
100001881,26
100001881,21
100001881,24
100001882,22
100001882,29
100001882,26
100001882,28
100001883,29
100001883,28
100001883,22
100001883,22
100001884,28
100001884,22
100001884,20
100001884,28
100001885,24
100001885,29
100001886,26
100001887,26
100001887,23
100001888,23
100001888,21
100001888,29
100001889,28
100001889,22
100001889,25
100001890,24
100001890,27
100001890,24
100001891,22
100001891,24
100001891,25
100001891,29
100001892,25
100001893,22
100001893,21
100001893,20
100001894,25
100001894,27
100001894,21
100001894,29
100001895,23
100001896,25
100001896,28
100001896,20
100001897,29
100001897,23
100001897,26
100001897,23
100001898,27
100001899,21
100001899,21
100001899,28
100001899,22
100001900,25
100001900,27
100001900,26
100001900,25
100001901,25
100001901,27
