ssn,doc_id
100002341,284
100002342,20
100002343,190
100002344,257
100002345,184
100002346,269
100002347,210
100002348,27
100002349,279
100002350,194
100002351,287
100002352,48
100002353,281
100002354,268
100002355,200
100002356,20
100002357,182
100002358,254
100002359,258
100002360,291
100002361,27
100002362,271
100002363,284
100002364,98
100002365,60
100002366,197
100002367,234
100002368,19
100002369,231
100002370,70
100002371,21
100002372,121
100002373,84
100002374,45
100002375,216
100002376,299
100002377,147
100002378,223
100002379,119
100002380,144
100002381,210
100002382,131
100002383,209
100002384,119
100002385,138
100002386,89
100002387,26
100002388,273
100002389,57
100002390,150
100002391,13
100002392,276
100002393,139
100002394,31
100002395,82
100002396,231
100002397,94
100002398,83
100002399,203
100002400,29
100002401,87
100002402,207
100002403,214
100002404,234
100002405,74
100002406,161
100002407,79
100002408,42
100002409,25
100002410,201
100002411,238
100002412,224
100002413,34
100002414,15
100002415,292
100002416,275
100002417,153
100002418,108
100002419,131
100002420,36
100002421,290
100002422,207
100002423,242
100002424,252
100002425,272
100002426,154
100002427,35
100002428,55
100002429,42
100002430,292
100002431,133
100002432,217
100002433,54
100002434,243
100002435,142
100002436,202
100002437,122
100002438,188
100002439,216
100002440,216
100002441,57
100002442,25
100002443,181
100002444,72
100002445,206
100002446,146
100002447,98
100002448,189
100002449,159
100002450,299
100002451,286
100002452,232
100002453,262
100002454,72
100002455,260
100002456,180
100002457,163
100002458,109
100002459,24
100002460,134
100002461,25
100002462,34
100002463,235
100002464,213
100002465,122
100002466,37
100002467,177
100002468,159
100002469,25
100002470,36
100002471,183
100002472,176
100002473,227
100002474,267
100002475,40
100002476,197
100002477,175
100002478,31
100002479,201
100002480,187
100002481,263
100002482,116
100002483,271
100002484,121
100002485,280
100002486,101
100002487,97
100002488,66
100002489,17
100002490,134
100002491,283
100002492,40
100002493,180
100002494,247
100002495,183
100002496,184
100002497,174
100002498,128
100002499,135
100002500,69
100002501,145
100002502,156
100002503,139
100002504,148
100002505,181
100002506,189
100002507,68
100002508,286
100002509,45
100002510,53
100002511,230
100002512,195
100002513,13
100002514,68
100002515,298
100002516,248
100002517,86
100002518,287
100002519,296
100002520,95
100002521,23
100002522,163
100002523,245
100002524,99
100002525,231
100002526,81
100002527,292
100002528,83
100002529,140
100002530,67
100002531,101
100002532,36
100002533,225
100002534,282
100002535,254
100002536,50
100002537,283
100002538,224
100002539,269
100002540,160
100002541,224
100002542,296
100002543,183
100002544,115
100002545,226
100002546,268
100002547,232
100002548,69
100002549,89
100002550,61
100002551,271
100002552,279
100002553,280
100002554,83
100002555,90
100002556,133
100002557,175
100002558,246
100002559,26
100002560,12
100002561,231
100002562,148
100002563,26
100002564,88
100002565,207
100002566,155
100002567,46
100002568,116
100002569,34
100002570,40
100002571,184
100002572,287
100002573,220
100002574,109
100002575,164
100002576,212
100002577,92
100002578,28
100002579,238
100002580,111
100002581,33
100002582,15
100002583,148
100002584,273
100002585,48
100002586,273
100002587,197
100002588,48
100002589,33
100002590,186
100002591,76
100002592,51
100002593,105
100002594,97
100002595,264
100002596,217
100002597,65
100002598,54
100002599,233
100002600,153
100002601,213
100002602,203
100002603,283
100002604,235
100002605,97
100002606,275
100002607,293
100002608,61
100002609,38
100002610,240
100002611,122
100002612,287
100002613,55
100002614,234
100002615,196
100002616,111
100002617,25
100002618,284
100002619,77
100002620,57
100002621,287
100002622,57
100002623,122
100002624,231
100002625,151
100002626,59
100002627,243
100002628,27
100002629,14
100002630,186
100002631,205
100002632,132
100002633,130
100002634,120
100002635,95
100002636,174
100002637,121
100002638,296
100002639,33
100002640,164
100002641,279
100002642,17
100002643,283
100002644,21
100002645,221
100002646,246
100002647,57
100002648,186
100002649,159
100002650,140
100002651,226
100002652,184
100002653,36
100002654,162
100002655,186
100002656,193
100002657,252
100002658,130
100002659,48
100002660,273
100002661,203
100002662,43
100002663,71
100002664,219
100002665,214
100002666,244
100002667,206
100002668,109
100002669,193
100002670,275
100002671,216
100002672,175
100002673,242
100002674,147
100002675,224
100002676,34
100002677,11
100002678,292
100002679,280
100002680,261
100002681,144
100002682,253
100002683,274
100002684,41
100002685,252
100002686,174
100002687,250
100002688,178
100002689,279
100002690,188
100002691,279
100002692,36
100002693,145
100002694,211
100002695,122
100002696,56
100002697,233
100002698,287
100002699,102
100002700,284
100002701,50
100002702,197
100002703,58
100002704,265
100002705,40
100002706,203
100002707,172
100002708,134
100002709,129
100002710,206
100002711,169
100002712,183
100002713,131
100002714,158
100002715,102
100002716,73
100002717,209
100002718,49
100002719,176
100002720,150
100002721,89
100002722,220
100002723,171
100002724,103
100002725,77
100002726,114
100002727,20
100002728,153
100002729,236
100002730,98
100002731,24
100002732,204
100002733,136
100002734,55
100002735,263
100002736,257
100002737,267
100002738,175
100002739,73
100002740,289
100002741,189
100002742,251
100002743,55
100002744,266
100002745,279
100002746,127
100002747,262
100002748,31
100002749,38
100002750,59
100002751,220
100002752,189
100002753,65
100002754,70
100002755,129
100002756,97
100002757,129
100002758,278
100002759,299
100002760,273
100002761,14
100002762,180
100002763,170
100002764,64
100002765,85
100002766,277
100002767,205
100002768,234
100002769,202
100002770,66
100002771,167
100002772,244
100002773,293
100002774,226
100002775,92
100002776,267
100002777,290
100002778,234
100002779,31
100002780,161
100002781,130
100002782,28
100002783,222
100002784,32
100002785,247
100002786,158
100002787,72
100002788,135
100002789,75
100002790,158
100002791,137
100002792,42
100002793,81
100002794,161
100002795,245
100002796,111
100002797,221
100002798,73
100002799,54
100002800,255
100002801,21
100002802,169
100002803,54
100002804,297
100002805,60
100002806,80
100002807,230
100002808,288
100002809,139
100002810,282
100002811,227
100002812,248
100002813,198
100002814,198
100002815,211
100002816,91
100002817,48
100002818,232
100002819,120
100002820,142
100002821,49
100002822,39
100002823,33
100002824,234
100002825,223
100002826,40
100002827,163
100002828,174
100002829,234
100002830,117
100002831,104
100002832,289
100002833,251
100002834,237
100002835,57
100002836,51
100002837,209
100002838,45
100002839,19
100002840,195
100002841,109
100002842,290
100002843,96
100002844,90
100002845,261
100002846,280
100002847,144
100002848,114
100002849,166
100002850,102
100002851,222
100002852,165
100002853,289
100002854,24
100002855,167
100002856,27
100002857,270
100002858,186
100002859,71
100002860,159
100002861,179
100002862,259
100002863,179
100002864,90
100002865,106
100002866,106
100002867,101
100002868,179
100002869,225
100002870,114
100002871,161
100002872,141
100002873,152
100002874,268
100002875,195
100002876,169
100002877,186
100002878,96
100002879,278
100002880,209
100002881,140
100002882,131
100002883,199
100002884,183
100002885,77
100002886,184
100002887,31
100002888,134
100002889,241
100002890,68
100002891,94
100002892,57
100002893,71
100002894,204
100002895,272
100002896,63
100002897,20
100002898,271
100002899,181
100002900,168
100002901,223
100002902,164
100002903,268
100002904,99
100002905,276
100002906,51
100002907,193
100002908,210
100002909,176
100002910,283
100002911,247
100002912,115
100002913,98
100002914,141
100002915,94
100002916,60
100002917,139
100002918,127
100002919,257
100002920,137
100002921,231
100002922,15
100002923,146
100002924,57
100002925,278
100002926,84
100002927,201
100002928,46
100002929,236
100002930,117
100002931,246
100002932,284
100002933,109
100002934,275
100002935,91
100002936,28
100002937,104
100002938,280
100002939,87
100002940,94
100002941,80
100002942,284
100002943,21
100002944,219
100002945,21
100002946,93
100002947,238
100002948,11
100002949,269
100002950,108
100002951,30
100002952,134
100002953,71
100002954,280
100002955,145
100002956,263
100002957,292
100002958,243
100002959,155
100002960,290
100002961,253
100002962,55
100002963,59
100002964,54
100002965,102
100002966,286
100002967,60
100002968,91
100002969,57
100002970,132
100002971,44
100002972,78
100002973,57
100002974,285
100002975,90
100002976,108
100002977,273
100002978,41
100002979,124
100002980,113
100002981,190
100002982,277
100002983,261
100002984,147
100002985,131
100002986,96
100002987,75
100002988,156
100002989,231
100002990,90
100002991,218
100002992,252
100002993,224
100002994,161
100002995,215
100002996,115
100002997,46
100002998,117
100002999,69
